# argv: /kaggle/working/llama.cpp-prune/build/bin/llama-server -m /kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf --mmproj /kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.25 --visual-prune-method cls --host 127.0.0.1 --port 8812 -ngl 999
0.00.022.367 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.096.543 W srv  llama_server: -----------------
0.00.096.552 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.096.552 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.096.552 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.096.553 W srv  llama_server: -----------------
0.00.098.033 I srv    load_model: loading model '/kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf'
0.01.685.217 W load_tensors: ffn up/down are swapped
0.01.969.823 I srv    load_model: loaded multimodal model, '/kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.02.004.220 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.007.289 I srv  llama_server: model loaded
0.02.007.325 I srv  llama_server: listening on http://127.0.0.1:8812
0.03.968.493 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.08.617.542 I slot print_timing: id  3 | task 34 |        eval time =      23.81 ms /     2 tokens (   11.90 ms per token,    84.01 tokens per second)
0.08.617.543 I slot print_timing: id  3 | task 34 |       total time =     232.17 ms /    20 tokens
0.08.617.544 I slot print_timing: id  3 | task 34 |    graphs reused =          1
0.08.617.569 I slot      release: id  3 | task 34 | stop processing: n_tokens = 201, truncated = 0
0.08.691.863 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.171 (> 0.100 thold), f_keep = 0.169
0.08.787.411 I slot launch_slot_: id  3 | task 37 | processing task, is_child = 0
0.09.420.991 I slot print_timing: id  3 | task 37 | prompt eval time =     609.66 ms /   165 tokens (    3.69 ms per token,   270.64 tokens per second)
0.09.421.004 I slot print_timing: id  3 | task 37 |        eval time =      23.86 ms /     2 tokens (   11.93 ms per token,    83.81 tokens per second)
0.09.421.005 I slot print_timing: id  3 | task 37 |       total time =     633.53 ms /   167 tokens
0.09.421.008 I slot print_timing: id  3 | task 37 |    graphs reused =          1
0.09.421.054 I slot      release: id  3 | task 37 | stop processing: n_tokens = 200, truncated = 0
0.09.495.187 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.915
0.09.495.250 I slot launch_slot_: id  3 | task 40 | processing task, is_child = 0
0.09.727.403 I slot print_timing: id  3 | task 40 | prompt eval time =     208.21 ms /    18 tokens (   11.57 ms per token,    86.45 tokens per second)
0.09.727.415 I slot print_timing: id  3 | task 40 |        eval time =      23.86 ms /     2 tokens (   11.93 ms per token,    83.84 tokens per second)
0.09.727.416 I slot print_timing: id  3 | task 40 |       total time =     232.07 ms /    20 tokens
0.09.727.418 I slot print_timing: id  3 | task 40 |    graphs reused =          1
0.09.727.447 I slot      release: id  3 | task 40 | stop processing: n_tokens = 202, truncated = 0
0.09.801.706 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.906
0.09.801.761 I slot launch_slot_: id  3 | task 43 | processing task, is_child = 0
0.10.033.946 I slot print_timing: id  3 | task 43 | prompt eval time =     208.33 ms /    18 tokens (   11.57 ms per token,    86.40 tokens per second)
0.10.033.957 I slot print_timing: id  3 | task 43 |        eval time =      23.82 ms /     2 tokens (   11.91 ms per token,    83.96 tokens per second)
0.10.033.959 I slot print_timing: id  3 | task 43 |       total time =     232.15 ms /    20 tokens
0.10.033.960 I slot print_timing: id  3 | task 43 |    graphs reused =          1
0.10.034.007 I slot      release: id  3 | task 43 | stop processing: n_tokens = 202, truncated = 0
0.10.108.459 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.915 (> 0.100 thold), f_keep = 0.906
0.10.108.512 I slot launch_slot_: id  3 | task 46 | processing task, is_child = 0
0.10.341.096 I slot print_timing: id  3 | task 46 | prompt eval time =     208.00 ms /    17 tokens (   12.24 ms per token,    81.73 tokens per second)
0.10.341.114 I slot print_timing: id  3 | task 46 |        eval time =      24.55 ms /     2 tokens (   12.27 ms per token,    81.47 tokens per second)
0.10.341.115 I slot print_timing: id  3 | task 46 |       total time =     232.55 ms /    19 tokens
0.10.341.117 I slot print_timing: id  3 | task 46 |    graphs reused =          1
0.10.341.173 I slot      release: id  3 | task 46 | stop processing: n_tokens = 201, truncated = 0
0.10.414.431 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.910
0.10.414.497 I slot launch_slot_: id  3 | task 49 | processing task, is_child = 0
0.10.653.289 I slot print_timing: id  3 | task 49 | prompt eval time =     214.99 ms /    16 tokens (   13.44 ms per token,    74.42 tokens per second)
0.10.653.299 I slot print_timing: id  3 | task 49 |        eval time =      23.77 ms /     2 tokens (   11.88 ms per token,    84.16 tokens per second)
0.10.653.301 I slot print_timing: id  3 | task 49 |       total time =     238.76 ms /    18 tokens
0.10.653.302 I slot print_timing: id  3 | task 49 |    graphs reused =          1
0.10.653.329 I slot      release: id  3 | task 49 | stop processing: n_tokens = 200, truncated = 0
0.10.728.361 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.915 (> 0.100 thold), f_keep = 0.915
0.10.728.434 I slot launch_slot_: id  3 | task 52 | processing task, is_child = 0
0.10.960.387 I slot print_timing: id  3 | task 52 | prompt eval time =     208.03 ms /    17 tokens (   12.24 ms per token,    81.72 tokens per second)
0.10.960.401 I slot print_timing: id  3 | task 52 |        eval time =      23.87 ms /     2 tokens (   11.94 ms per token,    83.78 tokens per second)
0.10.960.402 I slot print_timing: id  3 | task 52 |       total time =     231.91 ms /    19 tokens
0.10.960.404 I slot print_timing: id  3 | task 52 |    graphs reused =          1
0.10.960.432 I slot      release: id  3 | task 52 | stop processing: n_tokens = 201, truncated = 0
0.11.021.963 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.171 (> 0.100 thold), f_keep = 0.169
0.11.131.964 I slot launch_slot_: id  3 | task 55 | processing task, is_child = 0
0.11.766.533 I slot print_timing: id  3 | task 55 | prompt eval time =     610.68 ms /   165 tokens (    3.70 ms per token,   270.19 tokens per second)
0.11.766.544 I slot print_timing: id  3 | task 55 |        eval time =      23.83 ms /     2 tokens (   11.91 ms per token,    83.93 tokens per second)
0.11.766.545 I slot print_timing: id  3 | task 55 |       total time =     634.51 ms /   167 tokens
0.11.766.546 I slot print_timing: id  3 | task 55 |    graphs reused =          1
0.11.766.576 I slot      release: id  3 | task 55 | stop processing: n_tokens = 200, truncated = 0
0.11.826.752 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.915
0.11.826.818 I slot launch_slot_: id  3 | task 58 | processing task, is_child = 0
0.12.058.905 I slot print_timing: id  3 | task 58 | prompt eval time =     208.24 ms /    18 tokens (   11.57 ms per token,    86.44 tokens per second)
0.12.058.916 I slot print_timing: id  3 | task 58 |        eval time =      23.80 ms /     2 tokens (   11.90 ms per token,    84.04 tokens per second)
0.12.058.917 I slot print_timing: id  3 | task 58 |       total time =     232.04 ms /    20 tokens
0.12.058.919 I slot print_timing: id  3 | task 58 |    graphs reused =          1
0.12.058.950 I slot      release: id  3 | task 58 | stop processing: n_tokens = 202, truncated = 0
0.12.119.468 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.906
0.12.119.535 I slot launch_slot_: id  3 | task 61 | processing task, is_child = 0
0.12.351.810 I slot print_timing: id  3 | task 61 | prompt eval time =     208.32 ms /    18 tokens (   11.57 ms per token,    86.40 tokens per second)
0.12.351.824 I slot print_timing: id  3 | task 61 |        eval time =      23.91 ms /     2 tokens (   11.96 ms per token,    83.65 tokens per second)
0.12.351.825 I slot print_timing: id  3 | task 61 |       total time =     232.23 ms /    20 tokens
0.12.351.826 I slot print_timing: id  3 | task 61 |    graphs reused =          1
0.12.351.858 I slot      release: id  3 | task 61 | stop processing: n_tokens = 202, truncated = 0
0.12.413.750 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.915 (> 0.100 thold), f_keep = 0.906
0.12.413.820 I slot launch_slot_: id  3 | task 64 | processing task, is_child = 0
0.12.646.003 I slot print_timing: id  3 | task 64 | prompt eval time =     208.13 ms /    17 tokens (   12.24 ms per token,    81.68 tokens per second)
0.12.646.018 I slot print_timing: id  3 | task 64 |        eval time =      24.01 ms /     2 tokens (   12.01 ms per token,    83.30 tokens per second)
0.12.646.019 I slot print_timing: id  3 | task 64 |       total time =     232.14 ms /    19 tokens
0.12.646.021 I slot print_timing: id  3 | task 64 |    graphs reused =          1
0.12.646.054 I slot      release: id  3 | task 64 | stop processing: n_tokens = 201, truncated = 0
0.12.707.902 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.910
0.12.707.964 I slot launch_slot_: id  3 | task 67 | processing task, is_child = 0
0.12.946.819 I slot print_timing: id  3 | task 67 | prompt eval time =     214.90 ms /    16 tokens (   13.43 ms per token,    74.45 tokens per second)
0.12.946.834 I slot print_timing: id  3 | task 67 |        eval time =      23.92 ms /     2 tokens (   11.96 ms per token,    83.63 tokens per second)
0.12.946.835 I slot print_timing: id  3 | task 67 |       total time =     238.82 ms /    18 tokens
0.12.946.837 I slot print_timing: id  3 | task 67 |    graphs reused =          1
0.12.946.893 I slot      release: id  3 | task 67 | stop processing: n_tokens = 200, truncated = 0
0.13.006.916 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.915 (> 0.100 thold), f_keep = 0.915
0.13.006.974 I slot launch_slot_: id  3 | task 70 | processing task, is_child = 0
0.13.239.059 I slot print_timing: id  3 | task 70 | prompt eval time =     207.99 ms /    17 tokens (   12.23 ms per token,    81.73 tokens per second)
0.13.239.073 I slot print_timing: id  3 | task 70 |        eval time =      24.06 ms /     2 tokens (   12.03 ms per token,    83.14 tokens per second)
0.13.239.074 I slot print_timing: id  3 | task 70 |       total time =     232.05 ms /    19 tokens
0.13.239.075 I slot print_timing: id  3 | task 70 |    graphs reused =          1
0.13.239.130 I slot      release: id  3 | task 70 | stop processing: n_tokens = 201, truncated = 0
0.13.290.788 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.170 (> 0.100 thold), f_keep = 0.169
0.13.387.112 I slot launch_slot_: id  3 | task 73 | processing task, is_child = 0
0.14.021.710 I slot print_timing: id  3 | task 73 | prompt eval time =     610.61 ms /   166 tokens (    3.68 ms per token,   271.86 tokens per second)
0.14.021.725 I slot print_timing: id  3 | task 73 |        eval time =      23.93 ms /     2 tokens (   11.96 ms per token,    83.58 tokens per second)
0.14.021.726 I slot print_timing: id  3 | task 73 |       total time =     634.53 ms /   168 tokens
0.14.021.728 I slot print_timing: id  3 | task 73 |    graphs reused =          1
0.14.021.763 I slot      release: id  3 | task 73 | stop processing: n_tokens = 201, truncated = 0
0.14.074.698 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.910
0.14.074.779 I slot launch_slot_: id  3 | task 76 | processing task, is_child = 0
0.14.313.690 I slot print_timing: id  3 | task 76 | prompt eval time =     215.00 ms /    16 tokens (   13.44 ms per token,    74.42 tokens per second)
0.14.313.702 I slot print_timing: id  3 | task 76 |        eval time =      23.87 ms /     2 tokens (   11.93 ms per token,    83.79 tokens per second)
0.14.313.703 I slot print_timing: id  3 | task 76 |       total time =     238.87 ms /    18 tokens
0.14.313.705 I slot print_timing: id  3 | task 76 |    graphs reused =          1
0.14.313.736 I slot      release: id  3 | task 76 | stop processing: n_tokens = 200, truncated = 0
0.14.367.254 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.915
0.14.367.373 I slot launch_slot_: id  3 | task 79 | processing task, is_child = 0
0.14.605.861 I slot print_timing: id  3 | task 79 | prompt eval time =     214.67 ms /    16 tokens (   13.42 ms per token,    74.53 tokens per second)
0.14.605.872 I slot print_timing: id  3 | task 79 |        eval time =      23.77 ms /     2 tokens (   11.88 ms per token,    84.14 tokens per second)
0.14.605.873 I slot print_timing: id  3 | task 79 |       total time =     238.44 ms /    18 tokens
0.14.605.875 I slot print_timing: id  3 | task 79 |    graphs reused =          1
0.14.605.900 I slot      release: id  3 | task 79 | stop processing: n_tokens = 200, truncated = 0
0.14.657.940 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.915
0.14.657.989 I slot launch_slot_: id  3 | task 82 | processing task, is_child = 0
0.14.889.910 I slot print_timing: id  3 | task 82 | prompt eval time =     208.17 ms /    18 tokens (   11.57 ms per token,    86.47 tokens per second)
0.14.889.920 I slot print_timing: id  3 | task 82 |        eval time =      23.72 ms /     2 tokens (   11.86 ms per token,    84.33 tokens per second)
0.14.889.921 I slot print_timing: id  3 | task 82 |       total time =     231.89 ms /    20 tokens
0.14.889.923 I slot print_timing: id  3 | task 82 |    graphs reused =          1
0.14.889.968 I slot      release: id  3 | task 82 | stop processing: n_tokens = 202, truncated = 0
0.14.941.485 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.906
0.14.941.540 I slot launch_slot_: id  3 | task 85 | processing task, is_child = 0
0.15.180.090 I slot print_timing: id  3 | task 85 | prompt eval time =     214.69 ms /    16 tokens (   13.42 ms per token,    74.53 tokens per second)
0.15.180.100 I slot print_timing: id  3 | task 85 |        eval time =      23.83 ms /     2 tokens (   11.92 ms per token,    83.91 tokens per second)
0.15.180.101 I slot print_timing: id  3 | task 85 |       total time =     238.52 ms /    18 tokens
0.15.180.102 I slot print_timing: id  3 | task 85 |    graphs reused =          1
0.15.180.128 I slot      release: id  3 | task 85 | stop processing: n_tokens = 200, truncated = 0
0.15.231.912 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.915 (> 0.100 thold), f_keep = 0.915
0.15.231.971 I slot launch_slot_: id  3 | task 88 | processing task, is_child = 0
0.15.463.656 I slot print_timing: id  3 | task 88 | prompt eval time =     207.93 ms /    17 tokens (   12.23 ms per token,    81.76 tokens per second)
0.15.463.666 I slot print_timing: id  3 | task 88 |        eval time =      23.73 ms /     2 tokens (   11.86 ms per token,    84.29 tokens per second)
0.15.463.668 I slot print_timing: id  3 | task 88 |       total time =     231.65 ms /    19 tokens
0.15.463.669 I slot print_timing: id  3 | task 88 |    graphs reused =          1
0.15.463.695 I slot      release: id  3 | task 88 | stop processing: n_tokens = 201, truncated = 0
0.15.525.464 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.171 (> 0.100 thold), f_keep = 0.169
0.15.621.325 I slot launch_slot_: id  3 | task 91 | processing task, is_child = 0
0.16.255.336 I slot print_timing: id  3 | task 91 | prompt eval time =     610.00 ms /   165 tokens (    3.70 ms per token,   270.49 tokens per second)
0.16.255.349 I slot print_timing: id  3 | task 91 |        eval time =      23.95 ms /     2 tokens (   11.98 ms per token,    83.49 tokens per second)
0.16.255.350 I slot print_timing: id  3 | task 91 |       total time =     633.96 ms /   167 tokens
0.16.255.352 I slot print_timing: id  3 | task 91 |    graphs reused =          1
0.16.255.410 I slot      release: id  3 | task 91 | stop processing: n_tokens = 200, truncated = 0
0.16.317.499 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.915
0.16.317.556 I slot launch_slot_: id  3 | task 94 | processing task, is_child = 0
0.16.556.290 I slot print_timing: id  3 | task 94 | prompt eval time =     214.88 ms /    16 tokens (   13.43 ms per token,    74.46 tokens per second)
0.16.556.298 I slot print_timing: id  3 | task 94 |        eval time =      23.82 ms /     2 tokens (   11.91 ms per token,    83.96 tokens per second)
0.16.556.299 I slot print_timing: id  3 | task 94 |       total time =     238.70 ms /    18 tokens
0.16.556.301 I slot print_timing: id  3 | task 94 |    graphs reused =          1
0.16.556.358 I slot      release: id  3 | task 94 | stop processing: n_tokens = 200, truncated = 0
0.16.619.254 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.910 (> 0.100 thold), f_keep = 0.915
0.16.619.367 I slot launch_slot_: id  3 | task 97 | processing task, is_child = 0
0.16.851.588 I slot print_timing: id  3 | task 97 | prompt eval time =     208.38 ms /    18 tokens (   11.58 ms per token,    86.38 tokens per second)
0.16.851.599 I slot print_timing: id  3 | task 97 |        eval time =      23.80 ms /     2 tokens (   11.90 ms per token,    84.05 tokens per second)
0.16.851.600 I slot print_timing: id  3 | task 97 |       total time =     232.17 ms /    20 tokens
0.16.851.602 I slot print_timing: id  3 | task 97 |    graphs reused =          1
0.16.851.628 I slot      release: id  3 | task 97 | stop processing: n_tokens = 202, truncated = 0
0.16.914.331 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.920 (> 0.100 thold), f_keep = 0.906
