# argv: /Users/waleedabuujaish/Desktop/vtp/llama.cpp/build-prune/bin/llama-server -m models/llava-v1.5-7b-Q4_K_M.gguf --mmproj models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.25 --visual-prune-method cls --host 127.0.0.1 --port 8811
0.00.003.555 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.003.775 W srv  llama_server: -----------------
0.00.003.776 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.003.777 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.003.777 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.003.777 W srv  llama_server: -----------------
0.00.005.539 I srv    load_model: loading model 'models/llava-v1.5-7b-Q4_K_M.gguf'
0.04.074.904 W load_tensors: ffn up/down are swapped
0.04.396.223 I srv    load_model: loaded multimodal model, 'models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.04.460.318 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.04.461.927 I srv  llama_server: model loaded
0.04.461.930 I srv  llama_server: listening on http://127.0.0.1:8811
0.06.062.342 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.13.772.516 I slot print_timing: id  3 | task 11 | prompt eval time =    2570.44 ms /   223 tokens (   11.53 ms per token,    86.76 tokens per second)
0.13.772.520 I slot print_timing: id  3 | task 11 |        eval time =      22.86 ms /     2 tokens (   11.43 ms per token,    87.49 tokens per second)
0.13.772.520 I slot print_timing: id  3 | task 11 |       total time =    2593.30 ms /   225 tokens
0.13.772.521 I slot print_timing: id  3 | task 11 |    graphs reused =          5
0.13.772.535 I slot      release: id  3 | task 11 | stop processing: n_tokens = 258, truncated = 0
0.13.808.487 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
0.13.808.506 I slot launch_slot_: id  2 | task 14 | processing task, is_child = 0
0.17.692.871 I slot print_timing: id  2 | task 14 | prompt eval time =    3827.71 ms /   370 tokens (   10.35 ms per token,    96.66 tokens per second)
0.17.692.875 I slot print_timing: id  2 | task 14 |        eval time =      45.72 ms /     3 tokens (   15.24 ms per token,    65.62 tokens per second)
0.17.692.875 I slot print_timing: id  2 | task 14 |       total time =    3873.43 ms /   373 tokens
0.17.692.875 I slot print_timing: id  2 | task 14 |    graphs reused =          6
0.17.692.893 I slot      release: id  2 | task 14 | stop processing: n_tokens = 372, truncated = 0
0.17.728.639 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.484 (> 0.100 thold), f_keep = 0.484
0.17.743.293 I slot launch_slot_: id  2 | task 19 | processing task, is_child = 0
0.19.445.387 I slot print_timing: id  2 | task 19 | prompt eval time =    1611.36 ms /   192 tokens (    8.39 ms per token,   119.15 tokens per second)
0.19.445.391 I slot print_timing: id  2 | task 19 |        eval time =      90.71 ms /     5 tokens (   18.14 ms per token,    55.12 tokens per second)
0.19.445.391 I slot print_timing: id  2 | task 19 |       total time =    1702.07 ms /   197 tokens
0.19.445.391 I slot print_timing: id  2 | task 19 |    graphs reused =          9
0.19.445.410 I slot      release: id  2 | task 19 | stop processing: n_tokens = 376, truncated = 0
0.19.492.605 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.157 (> 0.100 thold), f_keep = 0.090
0.19.507.945 I slot launch_slot_: id  2 | task 25 | processing task, is_child = 0
0.21.865.472 I slot print_timing: id  2 | task 25 | prompt eval time =    2293.30 ms /   182 tokens (   12.60 ms per token,    79.36 tokens per second)
0.21.865.476 I slot print_timing: id  2 | task 25 |        eval time =      64.21 ms /     4 tokens (   16.05 ms per token,    62.30 tokens per second)
0.21.865.477 I slot print_timing: id  2 | task 25 |       total time =    2357.51 ms /   186 tokens
0.21.865.477 I slot print_timing: id  2 | task 25 |    graphs reused =         11
0.21.865.489 I slot      release: id  2 | task 25 | stop processing: n_tokens = 219, truncated = 0
0.21.893.736 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.160 (> 0.100 thold), f_keep = 0.155
0.21.903.040 I slot launch_slot_: id  2 | task 30 | processing task, is_child = 0
0.24.278.994 I slot print_timing: id  2 | task 30 | prompt eval time =    2246.95 ms /   178 tokens (   12.62 ms per token,    79.22 tokens per second)
0.24.278.999 I slot print_timing: id  2 | task 30 |        eval time =     128.99 ms /     7 tokens (   18.43 ms per token,    54.27 tokens per second)
0.24.278.999 I slot print_timing: id  2 | task 30 |       total time =    2375.93 ms /   185 tokens
0.24.278.999 I slot print_timing: id  2 | task 30 |    graphs reused =         16
0.24.279.012 I slot      release: id  2 | task 30 | stop processing: n_tokens = 218, truncated = 0
0.24.307.489 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.846 (> 0.100 thold), f_keep = 0.830
0.24.307.546 I slot launch_slot_: id  2 | task 38 | processing task, is_child = 0
0.24.669.783 I slot print_timing: id  2 | task 38 | prompt eval time =     297.51 ms /    33 tokens (    9.02 ms per token,   110.92 tokens per second)
0.24.669.786 I slot print_timing: id  2 | task 38 |        eval time =      64.71 ms /     4 tokens (   16.18 ms per token,    61.81 tokens per second)
0.24.669.787 I slot print_timing: id  2 | task 38 |       total time =     362.22 ms /    37 tokens
0.24.669.787 I slot print_timing: id  2 | task 38 |    graphs reused =         18
0.24.669.799 I slot      release: id  2 | task 38 | stop processing: n_tokens = 217, truncated = 0
0.24.709.106 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
0.24.709.122 I slot launch_slot_: id  1 | task 43 | processing task, is_child = 0
0.28.692.036 I slot print_timing: id  1 | task 43 | prompt eval time =    3951.52 ms /   374 tokens (   10.57 ms per token,    94.65 tokens per second)
0.28.692.039 I slot print_timing: id  1 | task 43 |        eval time =      22.98 ms /     2 tokens (   11.49 ms per token,    87.04 tokens per second)
0.28.692.039 I slot print_timing: id  1 | task 43 |       total time =    3974.50 ms /   376 tokens
0.28.692.040 I slot print_timing: id  1 | task 43 |    graphs reused =         18
0.28.692.058 I slot      release: id  1 | task 43 | stop processing: n_tokens = 375, truncated = 0
0.28.723.814 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.151 (> 0.100 thold), f_keep = 0.091
0.28.738.583 I slot launch_slot_: id  1 | task 47 | processing task, is_child = 0
0.31.206.518 I slot print_timing: id  1 | task 47 | prompt eval time =    2403.10 ms /   191 tokens (   12.58 ms per token,    79.48 tokens per second)
0.31.206.522 I slot print_timing: id  1 | task 47 |        eval time =      64.81 ms /     4 tokens (   16.20 ms per token,    61.72 tokens per second)
0.31.206.522 I slot print_timing: id  1 | task 47 |       total time =    2467.92 ms /   195 tokens
0.31.206.522 I slot print_timing: id  1 | task 47 |    graphs reused =         20
0.31.206.535 I slot      release: id  1 | task 47 | stop processing: n_tokens = 228, truncated = 0
0.31.249.805 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.157 (> 0.100 thold), f_keep = 0.149
0.31.258.120 I slot launch_slot_: id  1 | task 52 | processing task, is_child = 0
0.33.628.116 I slot print_timing: id  1 | task 52 | prompt eval time =    2347.52 ms /   183 tokens (   12.83 ms per token,    77.95 tokens per second)
0.33.628.120 I slot print_timing: id  1 | task 52 |        eval time =      22.46 ms /     2 tokens (   11.23 ms per token,    89.06 tokens per second)
0.33.628.120 I slot print_timing: id  1 | task 52 |       total time =    2369.98 ms /   185 tokens
0.33.628.120 I slot print_timing: id  1 | task 52 |    graphs reused =         20
0.33.628.133 I slot      release: id  1 | task 52 | stop processing: n_tokens = 218, truncated = 0
0.33.671.126 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.114 (> 0.100 thold), f_keep = 0.156
0.33.679.890 I slot launch_slot_: id  1 | task 55 | processing task, is_child = 0
0.36.804.551 I slot print_timing: id  1 | task 55 | prompt eval time =    3030.72 ms /   263 tokens (   11.52 ms per token,    86.78 tokens per second)
0.36.804.555 I slot print_timing: id  1 | task 55 |        eval time =      93.92 ms /     5 tokens (   18.78 ms per token,    53.24 tokens per second)
0.36.804.555 I slot print_timing: id  1 | task 55 |       total time =    3124.64 ms /   268 tokens
0.36.804.555 I slot print_timing: id  1 | task 55 |    graphs reused =         23
0.36.804.570 I slot      release: id  1 | task 55 | stop processing: n_tokens = 301, truncated = 0
0.36.848.359 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.116 (> 0.100 thold), f_keep = 0.113
0.36.860.386 I slot launch_slot_: id  1 | task 61 | processing task, is_child = 0
0.39.913.136 I slot print_timing: id  1 | task 61 | prompt eval time =    2984.39 ms /   258 tokens (   11.57 ms per token,    86.45 tokens per second)
0.39.913.139 I slot print_timing: id  1 | task 61 |        eval time =      68.34 ms /     4 tokens (   17.09 ms per token,    58.53 tokens per second)
0.39.913.140 I slot print_timing: id  1 | task 61 |       total time =    3052.73 ms /   262 tokens
0.39.913.140 I slot print_timing: id  1 | task 61 |    graphs reused =         25
0.39.913.154 I slot      release: id  1 | task 61 | stop processing: n_tokens = 295, truncated = 0
0.39.956.998 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.625 (> 0.100 thold), f_keep = 0.610
0.39.957.104 I slot launch_slot_: id  1 | task 66 | processing task, is_child = 0
0.41.024.388 I slot print_timing: id  1 | task 66 | prompt eval time =     952.91 ms /   108 tokens (    8.82 ms per token,   113.34 tokens per second)
0.41.024.391 I slot print_timing: id  1 | task 66 |        eval time =     114.35 ms /     6 tokens (   19.06 ms per token,    52.47 tokens per second)
0.41.024.391 I slot print_timing: id  1 | task 66 |       total time =    1067.27 ms /   114 tokens
0.41.024.392 I slot print_timing: id  1 | task 66 |    graphs reused =         29
0.41.024.405 I slot      release: id  1 | task 66 | stop processing: n_tokens = 293, truncated = 0
0.41.046.242 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.159 (> 0.100 thold), f_keep = 0.116
0.41.057.770 I slot launch_slot_: id  1 | task 73 | processing task, is_child = 0
0.43.374.058 I slot print_timing: id  1 | task 73 | prompt eval time =    2294.52 ms /   180 tokens (   12.75 ms per token,    78.45 tokens per second)
0.43.374.063 I slot print_timing: id  1 | task 73 |        eval time =      21.75 ms /     2 tokens (   10.87 ms per token,    91.96 tokens per second)
0.43.374.063 I slot print_timing: id  1 | task 73 |       total time =    2316.27 ms /   182 tokens
0.43.374.064 I slot print_timing: id  1 | task 73 |    graphs reused =         29
0.43.374.076 I slot      release: id  1 | task 73 | stop processing: n_tokens = 215, truncated = 0
0.43.395.732 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.833 (> 0.100 thold), f_keep = 0.837
0.43.395.746 I slot launch_slot_: id  1 | task 76 | processing task, is_child = 0
0.43.746.743 I slot print_timing: id  1 | task 76 | prompt eval time =     329.34 ms /    36 tokens (    9.15 ms per token,   109.31 tokens per second)
0.43.746.747 I slot print_timing: id  1 | task 76 |        eval time =      21.64 ms /     2 tokens (   10.82 ms per token,    92.43 tokens per second)
0.43.746.748 I slot print_timing: id  1 | task 76 |       total time =     350.98 ms /    38 tokens
0.43.746.748 I slot print_timing: id  1 | task 76 |    graphs reused =         29
0.43.746.761 I slot      release: id  1 | task 76 | stop processing: n_tokens = 217, truncated = 0
0.43.789.078 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.151 (> 0.100 thold), f_keep = 0.157
0.43.797.896 I slot launch_slot_: id  1 | task 79 | processing task, is_child = 0
0.46.262.968 I slot print_timing: id  1 | task 79 | prompt eval time =    2421.57 ms /   191 tokens (   12.68 ms per token,    78.87 tokens per second)
0.46.262.973 I slot print_timing: id  1 | task 79 |        eval time =      43.48 ms /     3 tokens (   14.49 ms per token,    68.99 tokens per second)
0.46.262.973 I slot print_timing: id  1 | task 79 |       total time =    2465.06 ms /   194 tokens
0.46.262.974 I slot print_timing: id  1 | task 79 |    graphs reused =         30
0.46.262.988 I slot      release: id  1 | task 79 | stop processing: n_tokens = 227, truncated = 0
0.46.304.267 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.115 (> 0.100 thold), f_keep = 0.150
0.46.312.363 I slot launch_slot_: id  1 | task 83 | processing task, is_child = 0
0.49.364.071 I slot print_timing: id  1 | task 83 | prompt eval time =    2983.27 ms /   261 tokens (   11.43 ms per token,    87.49 tokens per second)
0.49.364.076 I slot print_timing: id  1 | task 83 |        eval time =      68.42 ms /     4 tokens (   17.11 ms per token,    58.46 tokens per second)
0.49.364.077 I slot print_timing: id  1 | task 83 |       total time =    3051.69 ms /   265 tokens
0.49.364.077 I slot print_timing: id  1 | task 83 |    graphs reused =         32
0.49.364.091 I slot      release: id  1 | task 83 | stop processing: n_tokens = 298, truncated = 0
0.49.430.592 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.49.430.618 I slot launch_slot_: id  0 | task 88 | processing task, is_child = 0
0.53.718.709 I slot print_timing: id  0 | task 88 | prompt eval time =    4228.91 ms /   402 tokens (   10.52 ms per token,    95.06 tokens per second)
0.53.718.713 I slot print_timing: id  0 | task 88 |        eval time =      46.62 ms /     3 tokens (   15.54 ms per token,    64.35 tokens per second)
0.53.718.713 I slot print_timing: id  0 | task 88 |       total time =    4275.53 ms /   405 tokens
0.53.718.713 I slot print_timing: id  0 | task 88 |    graphs reused =         33
0.53.718.730 I slot      release: id  0 | task 88 | stop processing: n_tokens = 404, truncated = 0
0.53.789.676 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.449 (> 0.100 thold), f_keep = 0.448
0.53.806.545 I slot launch_slot_: id  0 | task 93 | processing task, is_child = 0
0.55.812.619 I slot print_timing: id  0 | task 93 | prompt eval time =    1958.52 ms /   222 tokens (    8.82 ms per token,   113.35 tokens per second)
0.55.812.622 I slot print_timing: id  0 | task 93 |        eval time =      47.54 ms /     3 tokens (   15.85 ms per token,    63.11 tokens per second)
0.55.812.623 I slot print_timing: id  0 | task 93 |       total time =    2006.05 ms /   225 tokens
0.55.812.623 I slot print_timing: id  0 | task 93 |    graphs reused =         34
0.55.812.640 I slot      release: id  0 | task 93 | stop processing: n_tokens = 405, truncated = 0
0.55.864.105 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.113 (> 0.100 thold), f_keep = 0.084
0.55.879.894 I slot launch_slot_: id  0 | task 97 | processing task, is_child = 0
0.59.112.797 I slot print_timing: id  0 | task 97 | prompt eval time =    3161.44 ms /   268 tokens (   11.80 ms per token,    84.77 tokens per second)
0.59.112.800 I slot print_timing: id  0 | task 97 |        eval time =      71.44 ms /     4 tokens (   17.86 ms per token,    55.99 tokens per second)
0.59.112.801 I slot print_timing: id  0 | task 97 |       total time =    3232.88 ms /   272 tokens
0.59.112.801 I slot print_timing: id  0 | task 97 |    graphs reused =         36
0.59.112.818 I slot      release: id  0 | task 97 | stop processing: n_tokens = 305, truncated = 0
0.59.164.104 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.144 (> 0.100 thold), f_keep = 0.111
0.59.177.538 I slot launch_slot_: id  0 | task 102 | processing task, is_child = 0
1.01.854.769 I slot print_timing: id  0 | task 102 | prompt eval time =    2564.53 ms /   202 tokens (   12.70 ms per token,    78.77 tokens per second)
1.01.854.773 I slot print_timing: id  0 | task 102 |        eval time =     112.68 ms /     6 tokens (   18.78 ms per token,    53.25 tokens per second)
1.01.854.774 I slot print_timing: id  0 | task 102 |       total time =    2677.21 ms /   208 tokens
1.01.854.774 I slot print_timing: id  0 | task 102 |    graphs reused =         40
1.01.854.788 I slot      release: id  0 | task 102 | stop processing: n_tokens = 241, truncated = 0
1.01.903.822 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.152 (> 0.100 thold), f_keep = 0.141
1.01.914.913 I slot launch_slot_: id  0 | task 109 | processing task, is_child = 0
1.04.397.058 I slot print_timing: id  0 | task 109 | prompt eval time =    2437.18 ms /   189 tokens (   12.90 ms per token,    77.55 tokens per second)
1.04.397.061 I slot print_timing: id  0 | task 109 |        eval time =      44.95 ms /     3 tokens (   14.98 ms per token,    66.74 tokens per second)
1.04.397.061 I slot print_timing: id  0 | task 109 |       total time =    2482.12 ms /   192 tokens
1.04.397.062 I slot print_timing: id  0 | task 109 |    graphs reused =         41
1.04.397.076 I slot      release: id  0 | task 109 | stop processing: n_tokens = 225, truncated = 0
1.04.446.159 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.815 (> 0.100 thold), f_keep = 0.804
1.04.446.180 I slot launch_slot_: id  0 | task 113 | processing task, is_child = 0
1.04.856.939 I slot print_timing: id  0 | task 113 | prompt eval time =     388.36 ms /    41 tokens (    9.47 ms per token,   105.57 tokens per second)
1.04.856.942 I slot print_timing: id  0 | task 113 |        eval time =      22.38 ms /     2 tokens (   11.19 ms per token,    89.36 tokens per second)
1.04.856.943 I slot print_timing: id  0 | task 113 |       total time =     410.74 ms /    43 tokens
1.04.856.943 I slot print_timing: id  0 | task 113 |    graphs reused =         41
1.04.856.957 I slot      release: id  0 | task 113 | stop processing: n_tokens = 223, truncated = 0
1.04.902.140 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.145 (> 0.100 thold), f_keep = 0.152
1.04.911.826 I slot launch_slot_: id  0 | task 116 | processing task, is_child = 0
1.07.564.378 I slot print_timing: id  0 | task 116 | prompt eval time =    2540.38 ms /   201 tokens (   12.64 ms per token,    79.12 tokens per second)
1.07.564.382 I slot print_timing: id  0 | task 116 |        eval time =     112.15 ms /     6 tokens (   18.69 ms per token,    53.50 tokens per second)
1.07.564.384 I slot print_timing: id  0 | task 116 |       total time =    2652.53 ms /   207 tokens
1.07.564.384 I slot print_timing: id  0 | task 116 |    graphs reused =         45
1.07.564.400 I slot      release: id  0 | task 116 | stop processing: n_tokens = 240, truncated = 0
1.07.611.320 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.798 (> 0.100 thold), f_keep = 0.758
1.07.611.360 I slot launch_slot_: id  0 | task 123 | processing task, is_child = 0
1.08.160.496 I slot print_timing: id  0 | task 123 | prompt eval time =     437.53 ms /    46 tokens (    9.51 ms per token,   105.14 tokens per second)
1.08.160.500 I slot print_timing: id  0 | task 123 |        eval time =     111.59 ms /     6 tokens (   18.60 ms per token,    53.77 tokens per second)
1.08.160.500 I slot print_timing: id  0 | task 123 |       total time =     549.12 ms /    52 tokens
1.08.160.501 I slot print_timing: id  0 | task 123 |    graphs reused =         49
1.08.160.514 I slot      release: id  0 | task 123 | stop processing: n_tokens = 233, truncated = 0
1.08.220.552 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.133 (> 0.100 thold), f_keep = 0.146
1.08.231.124 I slot launch_slot_: id  0 | task 130 | processing task, is_child = 0
1.11.027.845 I slot print_timing: id  0 | task 130 | prompt eval time =    2748.65 ms /   222 tokens (   12.38 ms per token,    80.77 tokens per second)
1.11.027.849 I slot print_timing: id  0 | task 130 |        eval time =      48.05 ms /     3 tokens (   16.02 ms per token,    62.44 tokens per second)
1.11.027.849 I slot print_timing: id  0 | task 130 |       total time =    2796.70 ms /   225 tokens
1.11.027.850 I slot print_timing: id  0 | task 130 |    graphs reused =         50
1.11.027.865 I slot      release: id  0 | task 130 | stop processing: n_tokens = 258, truncated = 0
1.11.088.876 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.721 (> 0.100 thold), f_keep = 0.702
1.11.088.939 I slot launch_slot_: id  0 | task 134 | processing task, is_child = 0
1.11.803.289 I slot print_timing: id  0 | task 134 | prompt eval time =     646.67 ms /    70 tokens (    9.24 ms per token,   108.25 tokens per second)
1.11.803.293 I slot print_timing: id  0 | task 134 |        eval time =      67.66 ms /     4 tokens (   16.92 ms per token,    59.12 tokens per second)
1.11.803.293 I slot print_timing: id  0 | task 134 |       total time =     714.33 ms /    74 tokens
1.11.803.293 I slot print_timing: id  0 | task 134 |    graphs reused =         52
1.11.803.309 I slot      release: id  0 | task 134 | stop processing: n_tokens = 254, truncated = 0
1.11.850.443 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 223899400735
1.11.850.516 I slot launch_slot_: id  3 | task 139 | processing task, is_child = 0
1.15.871.113 I slot print_timing: id  3 | task 139 | prompt eval time =    3985.74 ms /   361 tokens (   11.04 ms per token,    90.57 tokens per second)
1.15.871.117 I slot print_timing: id  3 | task 139 |        eval time =      23.96 ms /     2 tokens (   11.98 ms per token,    83.48 tokens per second)
1.15.871.117 I slot print_timing: id  3 | task 139 |       total time =    4009.69 ms /   363 tokens
1.15.871.118 I slot print_timing: id  3 | task 139 |    graphs reused =         52
1.15.871.138 I slot      release: id  3 | task 139 | stop processing: n_tokens = 362, truncated = 0
1.15.920.707 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.496 (> 0.100 thold), f_keep = 0.497
1.15.934.796 I slot launch_slot_: id  3 | task 143 | processing task, is_child = 0
1.17.656.764 I slot print_timing: id  3 | task 143 | prompt eval time =    1627.15 ms /   183 tokens (    8.89 ms per token,   112.47 tokens per second)
1.17.656.769 I slot print_timing: id  3 | task 143 |        eval time =      94.80 ms /     5 tokens (   18.96 ms per token,    52.74 tokens per second)
1.17.656.769 I slot print_timing: id  3 | task 143 |       total time =    1721.95 ms /   188 tokens
1.17.656.769 I slot print_timing: id  3 | task 143 |    graphs reused =         55
1.17.656.788 I slot      release: id  3 | task 143 | stop processing: n_tokens = 367, truncated = 0
1.17.696.228 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.119 (> 0.100 thold), f_keep = 0.093
1.17.714.223 I slot launch_slot_: id  3 | task 149 | processing task, is_child = 0
1.20.946.344 I slot print_timing: id  3 | task 149 | prompt eval time =    3063.72 ms /   251 tokens (   12.21 ms per token,    81.93 tokens per second)
1.20.946.348 I slot print_timing: id  3 | task 149 |        eval time =     168.38 ms /     8 tokens (   21.05 ms per token,    47.51 tokens per second)
1.20.946.348 I slot print_timing: id  3 | task 149 |       total time =    3232.10 ms /   259 tokens
1.20.946.349 I slot print_timing: id  3 | task 149 |    graphs reused =         61
1.20.946.365 I slot      release: id  3 | task 149 | stop processing: n_tokens = 292, truncated = 0
1.21.009.490 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.157 (> 0.100 thold), f_keep = 0.116
1.21.022.525 I slot launch_slot_: id  3 | task 158 | processing task, is_child = 0
1.23.479.910 I slot print_timing: id  3 | task 158 | prompt eval time =    2434.53 ms /   183 tokens (   13.30 ms per token,    75.17 tokens per second)
1.23.479.913 I slot print_timing: id  3 | task 158 |        eval time =      22.84 ms /     2 tokens (   11.42 ms per token,    87.58 tokens per second)
1.23.479.914 I slot print_timing: id  3 | task 158 |       total time =    2457.36 ms /   185 tokens
1.23.479.914 I slot print_timing: id  3 | task 158 |    graphs reused =         61
1.23.479.928 I slot      release: id  3 | task 158 | stop processing: n_tokens = 218, truncated = 0
1.23.538.181 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.103 (> 0.100 thold), f_keep = 0.156
1.23.553.847 I slot launch_slot_: id  3 | task 161 | processing task, is_child = 0
1.26.986.705 I slot print_timing: id  3 | task 161 | prompt eval time =    3385.54 ms /   296 tokens (   11.44 ms per token,    87.43 tokens per second)
1.26.986.709 I slot print_timing: id  3 | task 161 |        eval time =      47.30 ms /     3 tokens (   15.77 ms per token,    63.42 tokens per second)
1.26.986.710 I slot print_timing: id  3 | task 161 |       total time =    3432.84 ms /   299 tokens
1.26.986.710 I slot print_timing: id  3 | task 161 |    graphs reused =         62
1.26.986.728 I slot      release: id  3 | task 161 | stop processing: n_tokens = 332, truncated = 0
1.27.025.171 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.145 (> 0.100 thold), f_keep = 0.102
1.27.044.264 I slot launch_slot_: id  3 | task 165 | processing task, is_child = 0
1.29.702.325 I slot print_timing: id  3 | task 165 | prompt eval time =    2523.07 ms /   200 tokens (   12.62 ms per token,    79.27 tokens per second)
