# argv: /kaggle/working/llama.cpp-prune/build/bin/llama-server -m /kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf --mmproj /kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 1.0 --visual-prune-method cls --host 127.0.0.1 --port 8812 -ngl 999
0.00.022.038 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.093.591 W srv  llama_server: -----------------
0.00.093.598 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.093.598 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.093.599 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.093.599 W srv  llama_server: -----------------
0.00.095.047 I srv    load_model: loading model '/kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf'
0.01.538.827 W load_tensors: ffn up/down are swapped
0.01.821.874 I srv    load_model: loaded multimodal model, '/kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.01.856.258 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.01.859.182 I srv  llama_server: model loaded
0.01.859.224 I srv  llama_server: listening on http://127.0.0.1:8812
0.01.970.436 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.07.913.403 I slot print_timing: id  2 | task 35 |    graphs reused =          1
0.07.913.446 I slot      release: id  2 | task 35 | stop processing: n_tokens = 633, truncated = 0
0.07.988.384 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
0.07.988.480 I slot launch_slot_: id  1 | task 38 | processing task, is_child = 0
0.09.545.644 I slot print_timing: id  1 | task 38 | prompt eval time =    1242.72 ms /   631 tokens (    1.97 ms per token,   507.76 tokens per second)
0.09.545.655 I slot print_timing: id  1 | task 38 |        eval time =      24.42 ms /     2 tokens (   12.21 ms per token,    81.89 tokens per second)
0.09.545.656 I slot print_timing: id  1 | task 38 |       total time =    1267.14 ms /   633 tokens
0.09.545.657 I slot print_timing: id  1 | task 38 |    graphs reused =          1
0.09.545.689 I slot      release: id  1 | task 38 | stop processing: n_tokens = 632, truncated = 0
0.09.628.007 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.972 (> 0.100 thold), f_keep = 0.973
0.09.628.073 I slot launch_slot_: id  1 | task 42 | processing task, is_child = 0
0.09.862.168 I slot print_timing: id  1 | task 42 | prompt eval time =     209.61 ms /    18 tokens (   11.65 ms per token,    85.87 tokens per second)
0.09.862.184 I slot print_timing: id  1 | task 42 |        eval time =      24.44 ms /     2 tokens (   12.22 ms per token,    81.83 tokens per second)
0.09.862.186 I slot print_timing: id  1 | task 42 |       total time =     234.05 ms /    20 tokens
0.09.862.188 I slot print_timing: id  1 | task 42 |    graphs reused =          1
0.09.862.249 I slot      release: id  1 | task 42 | stop processing: n_tokens = 634, truncated = 0
0.09.941.275 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.972 (> 0.100 thold), f_keep = 0.970
0.09.941.334 I slot launch_slot_: id  1 | task 45 | processing task, is_child = 0
0.10.175.227 I slot print_timing: id  1 | task 45 | prompt eval time =     209.54 ms /    18 tokens (   11.64 ms per token,    85.90 tokens per second)
0.10.175.238 I slot print_timing: id  1 | task 45 |        eval time =      24.31 ms /     2 tokens (   12.16 ms per token,    82.26 tokens per second)
0.10.175.239 I slot print_timing: id  1 | task 45 |       total time =     233.85 ms /    20 tokens
0.10.175.240 I slot print_timing: id  1 | task 45 |    graphs reused =          1
0.10.175.295 I slot      release: id  1 | task 45 | stop processing: n_tokens = 634, truncated = 0
0.10.250.765 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.973 (> 0.100 thold), f_keep = 0.970
0.10.250.829 I slot launch_slot_: id  1 | task 48 | processing task, is_child = 0
0.10.484.347 I slot print_timing: id  1 | task 48 | prompt eval time =     209.20 ms /    17 tokens (   12.31 ms per token,    81.26 tokens per second)
0.10.484.360 I slot print_timing: id  1 | task 48 |        eval time =      24.27 ms /     2 tokens (   12.13 ms per token,    82.41 tokens per second)
0.10.484.361 I slot print_timing: id  1 | task 48 |       total time =     233.47 ms /    19 tokens
0.10.484.362 I slot print_timing: id  1 | task 48 |    graphs reused =          1
0.10.484.390 I slot      release: id  1 | task 48 | stop processing: n_tokens = 633, truncated = 0
0.10.558.366 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.972
0.10.558.428 I slot launch_slot_: id  1 | task 51 | processing task, is_child = 0
0.10.798.860 I slot print_timing: id  1 | task 51 | prompt eval time =     216.02 ms /    16 tokens (   13.50 ms per token,    74.07 tokens per second)
0.10.798.882 I slot print_timing: id  1 | task 51 |        eval time =      24.38 ms /     2 tokens (   12.19 ms per token,    82.05 tokens per second)
0.10.798.883 I slot print_timing: id  1 | task 51 |       total time =     240.39 ms /    18 tokens
0.10.798.885 I slot print_timing: id  1 | task 51 |    graphs reused =          1
0.10.798.930 I slot      release: id  1 | task 51 | stop processing: n_tokens = 632, truncated = 0
0.10.872.887 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.973 (> 0.100 thold), f_keep = 0.973
0.10.872.972 I slot launch_slot_: id  1 | task 54 | processing task, is_child = 0
0.11.106.737 I slot print_timing: id  1 | task 54 | prompt eval time =     209.31 ms /    17 tokens (   12.31 ms per token,    81.22 tokens per second)
0.11.106.748 I slot print_timing: id  1 | task 54 |        eval time =      24.42 ms /     2 tokens (   12.21 ms per token,    81.91 tokens per second)
0.11.106.749 I slot print_timing: id  1 | task 54 |       total time =     233.73 ms /    19 tokens
0.11.106.751 I slot print_timing: id  1 | task 54 |    graphs reused =          1
0.11.106.778 I slot      release: id  1 | task 54 | stop processing: n_tokens = 633, truncated = 0
0.11.170.187 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.11.170.247 I slot launch_slot_: id  0 | task 57 | processing task, is_child = 0
0.12.729.787 I slot print_timing: id  0 | task 57 | prompt eval time =    1243.08 ms /   631 tokens (    1.97 ms per token,   507.61 tokens per second)
0.12.729.798 I slot print_timing: id  0 | task 57 |        eval time =      24.39 ms /     2 tokens (   12.19 ms per token,    82.00 tokens per second)
0.12.729.799 I slot print_timing: id  0 | task 57 |       total time =    1267.47 ms /   633 tokens
0.12.729.801 I slot print_timing: id  0 | task 57 |    graphs reused =          1
0.12.729.830 I slot      release: id  0 | task 57 | stop processing: n_tokens = 632, truncated = 0
0.12.791.584 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.972 (> 0.100 thold), f_keep = 0.973
0.12.791.657 I slot launch_slot_: id  0 | task 61 | processing task, is_child = 0
0.13.025.484 I slot print_timing: id  0 | task 61 | prompt eval time =     209.45 ms /    18 tokens (   11.64 ms per token,    85.94 tokens per second)
0.13.025.496 I slot print_timing: id  0 | task 61 |        eval time =      24.34 ms /     2 tokens (   12.17 ms per token,    82.19 tokens per second)
0.13.025.497 I slot print_timing: id  0 | task 61 |       total time =     233.79 ms /    20 tokens
0.13.025.499 I slot print_timing: id  0 | task 61 |    graphs reused =          1
0.13.025.529 I slot      release: id  0 | task 61 | stop processing: n_tokens = 634, truncated = 0
0.13.090.046 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.972 (> 0.100 thold), f_keep = 0.970
0.13.090.112 I slot launch_slot_: id  0 | task 64 | processing task, is_child = 0
0.13.324.688 I slot print_timing: id  0 | task 64 | prompt eval time =     209.61 ms /    18 tokens (   11.65 ms per token,    85.87 tokens per second)
0.13.324.698 I slot print_timing: id  0 | task 64 |        eval time =      24.92 ms /     2 tokens (   12.46 ms per token,    80.27 tokens per second)
0.13.324.700 I slot print_timing: id  0 | task 64 |       total time =     234.53 ms /    20 tokens
0.13.324.701 I slot print_timing: id  0 | task 64 |    graphs reused =          1
0.13.324.733 I slot      release: id  0 | task 64 | stop processing: n_tokens = 634, truncated = 0
0.13.384.134 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.973 (> 0.100 thold), f_keep = 0.970
0.13.384.190 I slot launch_slot_: id  0 | task 67 | processing task, is_child = 0
0.13.617.810 I slot print_timing: id  0 | task 67 | prompt eval time =     209.16 ms /    17 tokens (   12.30 ms per token,    81.28 tokens per second)
0.13.617.820 I slot print_timing: id  0 | task 67 |        eval time =      24.43 ms /     2 tokens (   12.21 ms per token,    81.88 tokens per second)
0.13.617.822 I slot print_timing: id  0 | task 67 |       total time =     233.58 ms /    19 tokens
0.13.617.823 I slot print_timing: id  0 | task 67 |    graphs reused =          1
0.13.617.882 I slot      release: id  0 | task 67 | stop processing: n_tokens = 633, truncated = 0
0.13.677.283 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.972
0.13.677.331 I slot launch_slot_: id  0 | task 70 | processing task, is_child = 0
0.13.917.439 I slot print_timing: id  0 | task 70 | prompt eval time =     215.86 ms /    16 tokens (   13.49 ms per token,    74.12 tokens per second)
0.13.917.450 I slot print_timing: id  0 | task 70 |        eval time =      24.21 ms /     2 tokens (   12.11 ms per token,    82.60 tokens per second)
0.13.917.451 I slot print_timing: id  0 | task 70 |       total time =     240.07 ms /    18 tokens
0.13.917.453 I slot print_timing: id  0 | task 70 |    graphs reused =          1
0.13.917.505 I slot      release: id  0 | task 70 | stop processing: n_tokens = 632, truncated = 0
0.13.978.603 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.973 (> 0.100 thold), f_keep = 0.973
0.13.978.671 I slot launch_slot_: id  0 | task 73 | processing task, is_child = 0
0.14.212.150 I slot print_timing: id  0 | task 73 | prompt eval time =     209.15 ms /    17 tokens (   12.30 ms per token,    81.28 tokens per second)
0.14.212.160 I slot print_timing: id  0 | task 73 |        eval time =      24.29 ms /     2 tokens (   12.15 ms per token,    82.32 tokens per second)
0.14.212.162 I slot print_timing: id  0 | task 73 |       total time =     233.44 ms /    19 tokens
0.14.212.163 I slot print_timing: id  0 | task 73 |    graphs reused =          1
0.14.212.193 I slot      release: id  0 | task 73 | stop processing: n_tokens = 633, truncated = 0
0.14.264.211 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2804057147
0.14.264.277 I slot launch_slot_: id  3 | task 76 | processing task, is_child = 0
0.15.825.943 I slot print_timing: id  3 | task 76 | prompt eval time =    1245.75 ms /   632 tokens (    1.97 ms per token,   507.32 tokens per second)
0.15.825.958 I slot print_timing: id  3 | task 76 |        eval time =      24.37 ms /     2 tokens (   12.19 ms per token,    82.06 tokens per second)
0.15.825.960 I slot print_timing: id  3 | task 76 |       total time =    1270.12 ms /   634 tokens
0.15.825.961 I slot print_timing: id  3 | task 76 |    graphs reused =          1
0.15.826.055 I slot      release: id  3 | task 76 | stop processing: n_tokens = 633, truncated = 0
0.15.879.525 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.972
0.15.879.691 I slot launch_slot_: id  3 | task 80 | processing task, is_child = 0
0.16.120.180 I slot print_timing: id  3 | task 80 | prompt eval time =     216.05 ms /    16 tokens (   13.50 ms per token,    74.06 tokens per second)
0.16.120.197 I slot print_timing: id  3 | task 80 |        eval time =      24.38 ms /     2 tokens (   12.19 ms per token,    82.02 tokens per second)
0.16.120.199 I slot print_timing: id  3 | task 80 |       total time =     240.43 ms /    18 tokens
0.16.120.201 I slot print_timing: id  3 | task 80 |    graphs reused =          1
0.16.120.236 I slot      release: id  3 | task 80 | stop processing: n_tokens = 632, truncated = 0
0.16.173.121 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.973
0.16.173.203 I slot launch_slot_: id  3 | task 83 | processing task, is_child = 0
0.16.413.645 I slot print_timing: id  3 | task 83 | prompt eval time =     216.04 ms /    16 tokens (   13.50 ms per token,    74.06 tokens per second)
0.16.413.657 I slot print_timing: id  3 | task 83 |        eval time =      24.35 ms /     2 tokens (   12.18 ms per token,    82.12 tokens per second)
0.16.413.659 I slot print_timing: id  3 | task 83 |       total time =     240.40 ms /    18 tokens
0.16.413.660 I slot print_timing: id  3 | task 83 |    graphs reused =          1
0.16.413.692 I slot      release: id  3 | task 83 | stop processing: n_tokens = 632, truncated = 0
0.16.468.264 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.972 (> 0.100 thold), f_keep = 0.973
0.16.468.330 I slot launch_slot_: id  3 | task 86 | processing task, is_child = 0
0.16.702.116 I slot print_timing: id  3 | task 86 | prompt eval time =     209.50 ms /    18 tokens (   11.64 ms per token,    85.92 tokens per second)
0.16.702.127 I slot print_timing: id  3 | task 86 |        eval time =      24.25 ms /     2 tokens (   12.12 ms per token,    82.48 tokens per second)
0.16.702.129 I slot print_timing: id  3 | task 86 |       total time =     233.75 ms /    20 tokens
0.16.702.130 I slot print_timing: id  3 | task 86 |    graphs reused =          1
0.16.702.158 I slot      release: id  3 | task 86 | stop processing: n_tokens = 634, truncated = 0
0.16.754.578 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.970
0.16.754.645 I slot launch_slot_: id  3 | task 89 | processing task, is_child = 0
0.16.994.820 I slot print_timing: id  3 | task 89 | prompt eval time =     215.85 ms /    16 tokens (   13.49 ms per token,    74.12 tokens per second)
0.16.994.831 I slot print_timing: id  3 | task 89 |        eval time =      24.28 ms /     2 tokens (   12.14 ms per token,    82.36 tokens per second)
0.16.994.832 I slot print_timing: id  3 | task 89 |       total time =     240.14 ms /    18 tokens
0.16.994.833 I slot print_timing: id  3 | task 89 |    graphs reused =          1
0.16.994.861 I slot      release: id  3 | task 89 | stop processing: n_tokens = 632, truncated = 0
0.17.047.119 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.973 (> 0.100 thold), f_keep = 0.973
0.17.047.166 I slot launch_slot_: id  3 | task 92 | processing task, is_child = 0
0.17.280.689 I slot print_timing: id  3 | task 92 | prompt eval time =     209.17 ms /    17 tokens (   12.30 ms per token,    81.27 tokens per second)
0.17.280.700 I slot print_timing: id  3 | task 92 |        eval time =      24.32 ms /     2 tokens (   12.16 ms per token,    82.24 tokens per second)
0.17.280.701 I slot print_timing: id  3 | task 92 |       total time =     233.49 ms /    19 tokens
0.17.280.702 I slot print_timing: id  3 | task 92 |    graphs reused =          1
0.17.280.753 I slot      release: id  3 | task 92 | stop processing: n_tokens = 633, truncated = 0
0.17.343.439 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2807163897
0.17.343.615 I slot launch_slot_: id  2 | task 95 | processing task, is_child = 0
0.18.899.030 I slot print_timing: id  2 | task 95 | prompt eval time =    1238.68 ms /   631 tokens (    1.96 ms per token,   509.41 tokens per second)
0.18.899.072 I slot print_timing: id  2 | task 95 |        eval time =      24.34 ms /     2 tokens (   12.17 ms per token,    82.17 tokens per second)
0.18.899.074 I slot print_timing: id  2 | task 95 |       total time =    1263.02 ms /   633 tokens
0.18.899.076 I slot print_timing: id  2 | task 95 |    graphs reused =          1
0.18.899.121 I slot      release: id  2 | task 95 | stop processing: n_tokens = 632, truncated = 0
0.18.962.803 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.973
0.18.962.869 I slot launch_slot_: id  2 | task 99 | processing task, is_child = 0
0.19.203.061 I slot print_timing: id  2 | task 99 | prompt eval time =     215.89 ms /    16 tokens (   13.49 ms per token,    74.11 tokens per second)
0.19.203.072 I slot print_timing: id  2 | task 99 |        eval time =      24.26 ms /     2 tokens (   12.13 ms per token,    82.43 tokens per second)
0.19.203.074 I slot print_timing: id  2 | task 99 |       total time =     240.15 ms /    18 tokens
0.19.203.075 I slot print_timing: id  2 | task 99 |    graphs reused =          1
0.19.203.104 I slot      release: id  2 | task 99 | stop processing: n_tokens = 632, truncated = 0
0.19.266.878 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.972 (> 0.100 thold), f_keep = 0.973
0.19.266.940 I slot launch_slot_: id  2 | task 102 | processing task, is_child = 0
0.19.500.811 I slot print_timing: id  2 | task 102 | prompt eval time =     209.54 ms /    18 tokens (   11.64 ms per token,    85.90 tokens per second)
0.19.500.822 I slot print_timing: id  2 | task 102 |        eval time =      24.29 ms /     2 tokens (   12.15 ms per token,    82.34 tokens per second)
0.19.500.823 I slot print_timing: id  2 | task 102 |       total time =     233.83 ms /    20 tokens
0.19.500.824 I slot print_timing: id  2 | task 102 |    graphs reused =          1
0.19.500.853 I slot      release: id  2 | task 102 | stop processing: n_tokens = 634, truncated = 0
0.19.562.443 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.975 (> 0.100 thold), f_keep = 0.970
0.19.562.502 I slot launch_slot_: id  2 | task 105 | processing task, is_child = 0
0.19.802.850 I slot print_timing: id  2 | task 105 | prompt eval time =     215.97 ms /    16 tokens (   13.50 ms per token,    74.08 tokens per second)
