# argv: /kaggle/working/llama.cpp-prune/build/bin/llama-server -m /kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf --mmproj /kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.75 --visual-prune-method cls --host 127.0.0.1 --port 8812 -ngl 999
0.00.022.982 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.096.768 W srv  llama_server: -----------------
0.00.096.777 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.096.777 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.096.778 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.096.778 W srv  llama_server: -----------------
0.00.098.223 I srv    load_model: loading model '/kaggle/working/models/llava-v1.5-7b-Q4_K_M.gguf'
0.01.688.613 W load_tensors: ffn up/down are swapped
0.01.976.948 I srv    load_model: loaded multimodal model, '/kaggle/working/models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.02.011.302 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.02.014.177 I srv  llama_server: model loaded
0.02.014.214 I srv  llama_server: listening on http://127.0.0.1:8812
0.03.976.250 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.08.877.003 I slot print_timing: id  2 | task 29 |       total time =     232.78 ms /    20 tokens
0.08.877.004 I slot print_timing: id  2 | task 29 |    graphs reused =          1
0.08.877.033 I slot      release: id  2 | task 29 | stop processing: n_tokens = 490, truncated = 0
0.08.934.987 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.959 (> 0.100 thold), f_keep = 0.959
0.08.935.045 I slot launch_slot_: id  2 | task 32 | processing task, is_child = 0
0.09.168.127 I slot print_timing: id  2 | task 32 | prompt eval time =     209.08 ms /    20 tokens (   10.45 ms per token,    95.66 tokens per second)
0.09.168.136 I slot print_timing: id  2 | task 32 |        eval time =      23.97 ms /     2 tokens (   11.99 ms per token,    83.43 tokens per second)
0.09.168.137 I slot print_timing: id  2 | task 32 |       total time =     233.05 ms /    22 tokens
0.09.168.139 I slot print_timing: id  2 | task 32 |    graphs reused =          1
0.09.168.163 I slot      release: id  2 | task 32 | stop processing: n_tokens = 491, truncated = 0
0.09.226.633 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.957
0.09.226.693 I slot launch_slot_: id  2 | task 35 | processing task, is_child = 0
0.09.459.452 I slot print_timing: id  2 | task 35 | prompt eval time =     208.71 ms /    18 tokens (   11.60 ms per token,    86.24 tokens per second)
0.09.459.464 I slot print_timing: id  2 | task 35 |        eval time =      24.02 ms /     2 tokens (   12.01 ms per token,    83.28 tokens per second)
0.09.459.465 I slot print_timing: id  2 | task 35 |       total time =     232.73 ms /    20 tokens
0.09.459.466 I slot print_timing: id  2 | task 35 |    graphs reused =          1
0.09.459.491 I slot      release: id  2 | task 35 | stop processing: n_tokens = 489, truncated = 0
0.09.534.936 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
0.09.534.996 I slot launch_slot_: id  1 | task 38 | processing task, is_child = 0
0.10.832.446 I slot print_timing: id  1 | task 38 | prompt eval time =    1045.60 ms /   487 tokens (    2.15 ms per token,   465.76 tokens per second)
0.10.832.457 I slot print_timing: id  1 | task 38 |        eval time =      24.16 ms /     2 tokens (   12.08 ms per token,    82.77 tokens per second)
0.10.832.459 I slot print_timing: id  1 | task 38 |       total time =    1069.76 ms /   489 tokens
0.10.832.460 I slot print_timing: id  1 | task 38 |    graphs reused =          1
0.10.832.517 I slot      release: id  1 | task 38 | stop processing: n_tokens = 488, truncated = 0
0.10.908.113 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.965
0.10.908.184 I slot launch_slot_: id  1 | task 42 | processing task, is_child = 0
0.11.141.146 I slot print_timing: id  1 | task 42 | prompt eval time =     208.77 ms /    18 tokens (   11.60 ms per token,    86.22 tokens per second)
0.11.141.159 I slot print_timing: id  1 | task 42 |        eval time =      24.14 ms /     2 tokens (   12.07 ms per token,    82.85 tokens per second)
0.11.141.160 I slot print_timing: id  1 | task 42 |       total time =     232.91 ms /    20 tokens
0.11.141.162 I slot print_timing: id  1 | task 42 |    graphs reused =          1
0.11.141.217 I slot      release: id  1 | task 42 | stop processing: n_tokens = 490, truncated = 0
0.11.216.098 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.961
0.11.216.174 I slot launch_slot_: id  1 | task 45 | processing task, is_child = 0
0.11.449.155 I slot print_timing: id  1 | task 45 | prompt eval time =     208.76 ms /    18 tokens (   11.60 ms per token,    86.22 tokens per second)
0.11.449.167 I slot print_timing: id  1 | task 45 |        eval time =      24.17 ms /     2 tokens (   12.08 ms per token,    82.75 tokens per second)
0.11.449.169 I slot print_timing: id  1 | task 45 |       total time =     232.93 ms /    20 tokens
0.11.449.170 I slot print_timing: id  1 | task 45 |    graphs reused =          1
0.11.449.229 I slot      release: id  1 | task 45 | stop processing: n_tokens = 490, truncated = 0
0.11.523.379 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.965 (> 0.100 thold), f_keep = 0.961
0.11.523.470 I slot launch_slot_: id  1 | task 48 | processing task, is_child = 0
0.11.756.235 I slot print_timing: id  1 | task 48 | prompt eval time =     208.49 ms /    17 tokens (   12.26 ms per token,    81.54 tokens per second)
0.11.756.250 I slot print_timing: id  1 | task 48 |        eval time =      24.21 ms /     2 tokens (   12.10 ms per token,    82.61 tokens per second)
0.11.756.251 I slot print_timing: id  1 | task 48 |       total time =     232.70 ms /    19 tokens
0.11.756.252 I slot print_timing: id  1 | task 48 |    graphs reused =          1
0.11.756.288 I slot      release: id  1 | task 48 | stop processing: n_tokens = 489, truncated = 0
0.11.831.071 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.963
0.11.831.145 I slot launch_slot_: id  1 | task 51 | processing task, is_child = 0
0.12.071.044 I slot print_timing: id  1 | task 51 | prompt eval time =     215.69 ms /    16 tokens (   13.48 ms per token,    74.18 tokens per second)
0.12.071.059 I slot print_timing: id  1 | task 51 |        eval time =      24.16 ms /     2 tokens (   12.08 ms per token,    82.76 tokens per second)
0.12.071.061 I slot print_timing: id  1 | task 51 |       total time =     239.85 ms /    18 tokens
0.12.071.062 I slot print_timing: id  1 | task 51 |    graphs reused =          1
0.12.071.094 I slot      release: id  1 | task 51 | stop processing: n_tokens = 488, truncated = 0
0.12.145.366 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.965 (> 0.100 thold), f_keep = 0.965
0.12.145.445 I slot launch_slot_: id  1 | task 54 | processing task, is_child = 0
0.12.378.245 I slot print_timing: id  1 | task 54 | prompt eval time =     208.44 ms /    17 tokens (   12.26 ms per token,    81.56 tokens per second)
0.12.378.258 I slot print_timing: id  1 | task 54 |        eval time =      24.31 ms /     2 tokens (   12.15 ms per token,    82.28 tokens per second)
0.12.378.259 I slot print_timing: id  1 | task 54 |       total time =     232.75 ms /    19 tokens
0.12.378.261 I slot print_timing: id  1 | task 54 |    graphs reused =          1
0.12.378.296 I slot      release: id  1 | task 54 | stop processing: n_tokens = 489, truncated = 0
0.12.440.167 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.12.440.240 I slot launch_slot_: id  0 | task 57 | processing task, is_child = 0
0.13.747.705 I slot print_timing: id  0 | task 57 | prompt eval time =    1046.24 ms /   487 tokens (    2.15 ms per token,   465.48 tokens per second)
0.13.747.717 I slot print_timing: id  0 | task 57 |        eval time =      24.11 ms /     2 tokens (   12.06 ms per token,    82.94 tokens per second)
0.13.747.718 I slot print_timing: id  0 | task 57 |       total time =    1070.35 ms /   489 tokens
0.13.747.719 I slot print_timing: id  0 | task 57 |    graphs reused =          1
0.13.747.749 I slot      release: id  0 | task 57 | stop processing: n_tokens = 488, truncated = 0
0.13.810.538 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.965
0.13.810.602 I slot launch_slot_: id  0 | task 61 | processing task, is_child = 0
0.14.043.561 I slot print_timing: id  0 | task 61 | prompt eval time =     208.90 ms /    18 tokens (   11.61 ms per token,    86.17 tokens per second)
0.14.043.572 I slot print_timing: id  0 | task 61 |        eval time =      24.03 ms /     2 tokens (   12.01 ms per token,    83.24 tokens per second)
0.14.043.574 I slot print_timing: id  0 | task 61 |       total time =     232.92 ms /    20 tokens
0.14.043.575 I slot print_timing: id  0 | task 61 |    graphs reused =          1
0.14.043.602 I slot      release: id  0 | task 61 | stop processing: n_tokens = 490, truncated = 0
0.14.104.341 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.961
0.14.104.399 I slot launch_slot_: id  0 | task 64 | processing task, is_child = 0
0.14.337.103 I slot print_timing: id  0 | task 64 | prompt eval time =     208.66 ms /    18 tokens (   11.59 ms per token,    86.26 tokens per second)
0.14.337.114 I slot print_timing: id  0 | task 64 |        eval time =      24.00 ms /     2 tokens (   12.00 ms per token,    83.33 tokens per second)
0.14.337.115 I slot print_timing: id  0 | task 64 |       total time =     232.66 ms /    20 tokens
0.14.337.116 I slot print_timing: id  0 | task 64 |    graphs reused =          1
0.14.337.165 I slot      release: id  0 | task 64 | stop processing: n_tokens = 490, truncated = 0
0.14.400.148 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.965 (> 0.100 thold), f_keep = 0.961
0.14.400.207 I slot launch_slot_: id  0 | task 67 | processing task, is_child = 0
0.14.632.672 I slot print_timing: id  0 | task 67 | prompt eval time =     208.39 ms /    17 tokens (   12.26 ms per token,    81.58 tokens per second)
0.14.632.684 I slot print_timing: id  0 | task 67 |        eval time =      24.04 ms /     2 tokens (   12.02 ms per token,    83.20 tokens per second)
0.14.632.685 I slot print_timing: id  0 | task 67 |       total time =     232.43 ms /    19 tokens
0.14.632.687 I slot print_timing: id  0 | task 67 |    graphs reused =          1
0.14.632.734 I slot      release: id  0 | task 67 | stop processing: n_tokens = 489, truncated = 0
0.14.695.345 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.963
0.14.695.404 I slot launch_slot_: id  0 | task 70 | processing task, is_child = 0
0.14.935.506 I slot print_timing: id  0 | task 70 | prompt eval time =     215.78 ms /    16 tokens (   13.49 ms per token,    74.15 tokens per second)
0.14.935.517 I slot print_timing: id  0 | task 70 |        eval time =      24.27 ms /     2 tokens (   12.14 ms per token,    82.40 tokens per second)
0.14.935.518 I slot print_timing: id  0 | task 70 |       total time =     240.05 ms /    18 tokens
0.14.935.520 I slot print_timing: id  0 | task 70 |    graphs reused =          1
0.14.935.567 I slot      release: id  0 | task 70 | stop processing: n_tokens = 488, truncated = 0
0.14.995.991 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.965 (> 0.100 thold), f_keep = 0.965
0.14.996.041 I slot launch_slot_: id  0 | task 73 | processing task, is_child = 0
0.15.228.634 I slot print_timing: id  0 | task 73 | prompt eval time =     208.42 ms /    17 tokens (   12.26 ms per token,    81.56 tokens per second)
0.15.228.646 I slot print_timing: id  0 | task 73 |        eval time =      24.13 ms /     2 tokens (   12.07 ms per token,    82.87 tokens per second)
0.15.228.647 I slot print_timing: id  0 | task 73 |       total time =     232.56 ms /    19 tokens
0.15.228.648 I slot print_timing: id  0 | task 73 |    graphs reused =          1
0.15.228.702 I slot      release: id  0 | task 73 | stop processing: n_tokens = 489, truncated = 0
0.15.281.051 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 2944029000
0.15.281.109 I slot launch_slot_: id  3 | task 76 | processing task, is_child = 0
0.16.577.772 I slot print_timing: id  3 | task 76 | prompt eval time =    1047.32 ms /   488 tokens (    2.15 ms per token,   465.95 tokens per second)
0.16.577.783 I slot print_timing: id  3 | task 76 |        eval time =      24.07 ms /     2 tokens (   12.03 ms per token,    83.10 tokens per second)
0.16.577.785 I slot print_timing: id  3 | task 76 |       total time =    1071.39 ms /   490 tokens
0.16.577.786 I slot print_timing: id  3 | task 76 |    graphs reused =          1
0.16.577.831 I slot      release: id  3 | task 76 | stop processing: n_tokens = 489, truncated = 0
0.16.629.991 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.963
0.16.630.042 I slot launch_slot_: id  3 | task 80 | processing task, is_child = 0
0.16.869.608 I slot print_timing: id  3 | task 80 | prompt eval time =     215.49 ms /    16 tokens (   13.47 ms per token,    74.25 tokens per second)
0.16.869.618 I slot print_timing: id  3 | task 80 |        eval time =      24.04 ms /     2 tokens (   12.02 ms per token,    83.19 tokens per second)
0.16.869.619 I slot print_timing: id  3 | task 80 |       total time =     239.53 ms /    18 tokens
0.16.869.621 I slot print_timing: id  3 | task 80 |    graphs reused =          1
0.16.869.668 I slot      release: id  3 | task 80 | stop processing: n_tokens = 488, truncated = 0
0.16.921.763 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.965
0.16.921.810 I slot launch_slot_: id  3 | task 83 | processing task, is_child = 0
0.17.161.326 I slot print_timing: id  3 | task 83 | prompt eval time =     215.51 ms /    16 tokens (   13.47 ms per token,    74.24 tokens per second)
0.17.161.335 I slot print_timing: id  3 | task 83 |        eval time =      23.98 ms /     2 tokens (   11.99 ms per token,    83.42 tokens per second)
0.17.161.336 I slot print_timing: id  3 | task 83 |       total time =     239.48 ms /    18 tokens
0.17.161.337 I slot print_timing: id  3 | task 83 |    graphs reused =          1
0.17.161.379 I slot      release: id  3 | task 83 | stop processing: n_tokens = 488, truncated = 0
0.17.213.469 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.965
0.17.213.527 I slot launch_slot_: id  3 | task 86 | processing task, is_child = 0
0.17.446.266 I slot print_timing: id  3 | task 86 | prompt eval time =     208.71 ms /    18 tokens (   11.60 ms per token,    86.24 tokens per second)
0.17.446.277 I slot print_timing: id  3 | task 86 |        eval time =      23.99 ms /     2 tokens (   12.00 ms per token,    83.35 tokens per second)
0.17.446.279 I slot print_timing: id  3 | task 86 |       total time =     232.71 ms /    20 tokens
0.17.446.280 I slot print_timing: id  3 | task 86 |    graphs reused =          1
0.17.446.316 I slot      release: id  3 | task 86 | stop processing: n_tokens = 490, truncated = 0
0.17.498.186 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.961
0.17.498.233 I slot launch_slot_: id  3 | task 89 | processing task, is_child = 0
0.17.737.812 I slot print_timing: id  3 | task 89 | prompt eval time =     215.50 ms /    16 tokens (   13.47 ms per token,    74.25 tokens per second)
0.17.737.823 I slot print_timing: id  3 | task 89 |        eval time =      24.05 ms /     2 tokens (   12.02 ms per token,    83.18 tokens per second)
0.17.737.825 I slot print_timing: id  3 | task 89 |       total time =     239.55 ms /    18 tokens
0.17.737.826 I slot print_timing: id  3 | task 89 |    graphs reused =          1
0.17.737.869 I slot      release: id  3 | task 89 | stop processing: n_tokens = 488, truncated = 0
0.17.789.894 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.965 (> 0.100 thold), f_keep = 0.965
0.17.789.942 I slot launch_slot_: id  3 | task 92 | processing task, is_child = 0
0.18.022.220 I slot print_timing: id  3 | task 92 | prompt eval time =     208.28 ms /    17 tokens (   12.25 ms per token,    81.62 tokens per second)
0.18.022.231 I slot print_timing: id  3 | task 92 |        eval time =      23.97 ms /     2 tokens (   11.99 ms per token,    83.43 tokens per second)
0.18.022.232 I slot print_timing: id  3 | task 92 |       total time =     232.25 ms /    19 tokens
0.18.022.234 I slot print_timing: id  3 | task 92 |    graphs reused =          1
0.18.022.277 I slot      release: id  3 | task 92 | stop processing: n_tokens = 489, truncated = 0
0.18.084.584 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 2946866183
0.18.084.638 I slot launch_slot_: id  2 | task 95 | processing task, is_child = 0
0.19.378.764 I slot print_timing: id  2 | task 95 | prompt eval time =    1046.15 ms /   487 tokens (    2.15 ms per token,   465.52 tokens per second)
0.19.378.775 I slot print_timing: id  2 | task 95 |        eval time =      24.12 ms /     2 tokens (   12.06 ms per token,    82.90 tokens per second)
0.19.378.776 I slot print_timing: id  2 | task 95 |       total time =    1070.27 ms /   489 tokens
0.19.378.778 I slot print_timing: id  2 | task 95 |    graphs reused =          1
0.19.378.821 I slot      release: id  2 | task 95 | stop processing: n_tokens = 488, truncated = 0
0.19.441.680 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.965
0.19.441.734 I slot launch_slot_: id  2 | task 99 | processing task, is_child = 0
0.19.681.581 I slot print_timing: id  2 | task 99 | prompt eval time =     215.78 ms /    16 tokens (   13.49 ms per token,    74.15 tokens per second)
0.19.681.593 I slot print_timing: id  2 | task 99 |        eval time =      24.03 ms /     2 tokens (   12.02 ms per token,    83.23 tokens per second)
0.19.681.594 I slot print_timing: id  2 | task 99 |       total time =     239.81 ms /    18 tokens
0.19.681.596 I slot print_timing: id  2 | task 99 |    graphs reused =          1
0.19.681.639 I slot      release: id  2 | task 99 | stop processing: n_tokens = 488, truncated = 0
0.19.743.467 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.963 (> 0.100 thold), f_keep = 0.965
0.19.743.524 I slot launch_slot_: id  2 | task 102 | processing task, is_child = 0
0.19.976.526 I slot print_timing: id  2 | task 102 | prompt eval time =     208.89 ms /    18 tokens (   11.60 ms per token,    86.17 tokens per second)
0.19.976.537 I slot print_timing: id  2 | task 102 |        eval time =      24.08 ms /     2 tokens (   12.04 ms per token,    83.06 tokens per second)
0.19.976.538 I slot print_timing: id  2 | task 102 |       total time =     232.97 ms /    20 tokens
0.19.976.539 I slot print_timing: id  2 | task 102 |    graphs reused =          1
0.19.976.583 I slot      release: id  2 | task 102 | stop processing: n_tokens = 490, truncated = 0
0.20.039.761 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.967 (> 0.100 thold), f_keep = 0.961
0.20.039.818 I slot launch_slot_: id  2 | task 105 | processing task, is_child = 0
0.20.279.712 I slot print_timing: id  2 | task 105 | prompt eval time =     215.78 ms /    16 tokens (   13.49 ms per token,    74.15 tokens per second)
