# argv: /Users/waleedabuujaish/Desktop/vtp/llama.cpp/build-prune/bin/llama-server -m models/llava-v1.5-7b-Q4_K_M.gguf --mmproj models/llava-v1.5-7b-mmproj-model-f16.gguf -t 8 -tb 8 -b 2048 -ub 1024 --jinja --chat-template {%- for message in messages -%}{%- if message['role'] == 'system' -%}{{ message['content'] }}{%- elif message['role'] == 'user' -%} USER: {{ message['content'] }}{%- elif message['role'] == 'assistant' -%} ASSISTANT: {{ message['content'] }}</s>{%- endif -%}{%- endfor -%}{%- if add_generation_prompt -%} ASSISTANT:{%- endif -%} --visual-keep 0.5 --visual-prune-method cls --host 127.0.0.1 --port 8811
0.00.004.727 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.004.955 W srv  llama_server: -----------------
0.00.004.956 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.004.956 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.004.956 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.004.956 W srv  llama_server: -----------------
0.00.006.721 I srv    load_model: loading model 'models/llava-v1.5-7b-Q4_K_M.gguf'
0.04.162.900 W load_tensors: ffn up/down are swapped
0.04.467.135 I srv    load_model: loaded multimodal model, 'models/llava-v1.5-7b-mmproj-model-f16.gguf'
0.04.530.391 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 4096, kv_unified = 'true'
0.04.532.159 I srv  llama_server: model loaded
0.04.532.162 I srv  llama_server: listening on http://127.0.0.1:8811
0.06.035.179 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.33.233.396 I slot print_timing: id  2 | task 32 |        eval time =     136.64 ms /     7 tokens (   19.52 ms per token,    51.23 tokens per second)
0.33.233.396 I slot print_timing: id  2 | task 32 |       total time =    3975.66 ms /   363 tokens
0.33.233.397 I slot print_timing: id  2 | task 32 |    graphs reused =         15
0.33.233.409 I slot      release: id  2 | task 32 | stop processing: n_tokens = 362, truncated = 0
0.33.261.708 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.908 (> 0.100 thold), f_keep = 0.898
0.33.261.748 I slot launch_slot_: id  2 | task 41 | processing task, is_child = 0
0.33.642.929 I slot print_timing: id  2 | task 41 | prompt eval time =     312.88 ms /    33 tokens (    9.48 ms per token,   105.47 tokens per second)
0.33.642.933 I slot print_timing: id  2 | task 41 |        eval time =      68.28 ms /     4 tokens (   17.07 ms per token,    58.58 tokens per second)
0.33.642.934 I slot print_timing: id  2 | task 41 |       total time =     381.16 ms /    37 tokens
0.33.642.934 I slot print_timing: id  2 | task 41 |    graphs reused =         17
0.33.642.946 I slot      release: id  2 | task 41 | stop processing: n_tokens = 361, truncated = 0
0.33.682.125 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 223242313948
0.33.682.313 I slot launch_slot_: id  1 | task 46 | processing task, is_child = 0
0.38.999.127 I slot print_timing: id  1 | task 46 | prompt eval time =    5273.71 ms /   518 tokens (   10.18 ms per token,    98.22 tokens per second)
0.38.999.133 I slot print_timing: id  1 | task 46 |        eval time =      28.28 ms /     2 tokens (   14.14 ms per token,    70.73 tokens per second)
0.38.999.133 I slot print_timing: id  1 | task 46 |       total time =    5301.98 ms /   520 tokens
0.38.999.133 I slot print_timing: id  1 | task 46 |    graphs reused =         17
0.38.999.150 I slot      release: id  1 | task 46 | stop processing: n_tokens = 519, truncated = 0
0.39.030.435 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 223249374456
0.39.030.495 I slot launch_slot_: id  0 | task 50 | processing task, is_child = 0
0.43.107.925 I slot print_timing: id  0 | task 50 | prompt eval time =    3985.87 ms /   369 tokens (   10.80 ms per token,    92.58 tokens per second)
0.43.107.929 I slot print_timing: id  0 | task 50 |        eval time =      70.15 ms /     4 tokens (   17.54 ms per token,    57.02 tokens per second)
0.43.107.930 I slot print_timing: id  0 | task 50 |       total time =    4056.02 ms /   373 tokens
0.43.107.930 I slot print_timing: id  0 | task 50 |    graphs reused =         19
0.43.107.943 I slot      release: id  0 | task 50 | stop processing: n_tokens = 372, truncated = 0
0.43.156.699 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 223253520656
0.43.156.786 I slot launch_slot_: id  3 | task 56 | processing task, is_child = 0
0.47.167.477 I slot print_timing: id  3 | task 56 | prompt eval time =    3968.85 ms /   361 tokens (   10.99 ms per token,    90.96 tokens per second)
0.47.167.480 I slot print_timing: id  3 | task 56 |        eval time =      23.76 ms /     2 tokens (   11.88 ms per token,    84.18 tokens per second)
0.47.167.481 I slot print_timing: id  3 | task 56 |       total time =    3992.61 ms /   363 tokens
0.47.167.481 I slot print_timing: id  3 | task 56 |    graphs reused =         19
0.47.167.495 I slot      release: id  3 | task 56 | stop processing: n_tokens = 362, truncated = 0
0.47.216.277 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 223257948741
0.47.216.303 I slot launch_slot_: id  2 | task 60 | processing task, is_child = 0
0.51.990.242 I slot print_timing: id  2 | task 60 | prompt eval time =    4662.32 ms /   441 tokens (   10.57 ms per token,    94.59 tokens per second)
0.51.990.246 I slot print_timing: id  2 | task 60 |        eval time =      95.80 ms /     5 tokens (   19.16 ms per token,    52.19 tokens per second)
0.51.990.246 I slot print_timing: id  2 | task 60 |       total time =    4758.12 ms /   446 tokens
0.51.990.247 I slot print_timing: id  2 | task 60 |    graphs reused =         22
0.51.990.264 I slot      release: id  2 | task 60 | stop processing: n_tokens = 445, truncated = 0
0.52.042.797 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 223263304946
0.52.042.818 I slot launch_slot_: id  1 | task 67 | processing task, is_child = 0
0.56.822.762 I slot print_timing: id  1 | task 67 | prompt eval time =    4642.47 ms /   436 tokens (   10.65 ms per token,    93.92 tokens per second)
0.56.822.765 I slot print_timing: id  1 | task 67 |        eval time =     119.44 ms /     6 tokens (   19.91 ms per token,    50.23 tokens per second)
0.56.822.765 I slot print_timing: id  1 | task 67 |       total time =    4761.91 ms /   442 tokens
0.56.822.765 I slot print_timing: id  1 | task 67 |    graphs reused =         26
0.56.822.781 I slot      release: id  1 | task 67 | stop processing: n_tokens = 441, truncated = 0
0.56.875.601 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.750 (> 0.100 thold), f_keep = 0.735
0.56.875.624 I slot launch_slot_: id  1 | task 75 | processing task, is_child = 0
0.57.966.170 I slot print_timing: id  1 | task 75 | prompt eval time =     971.39 ms /   108 tokens (    8.99 ms per token,   111.18 tokens per second)
0.57.966.174 I slot print_timing: id  1 | task 75 |        eval time =     119.14 ms /     6 tokens (   19.86 ms per token,    50.36 tokens per second)
0.57.966.174 I slot print_timing: id  1 | task 75 |       total time =    1090.53 ms /   114 tokens
0.57.966.175 I slot print_timing: id  1 | task 75 |    graphs reused =         30
0.57.966.189 I slot      release: id  1 | task 75 | stop processing: n_tokens = 437, truncated = 0
0.57.990.948 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 223267413739
0.57.991.148 I slot launch_slot_: id  0 | task 82 | processing task, is_child = 0
1.02.025.757 I slot print_timing: id  0 | task 82 | prompt eval time =    3991.13 ms /   358 tokens (   11.15 ms per token,    89.70 tokens per second)
1.02.025.762 I slot print_timing: id  0 | task 82 |        eval time =      24.04 ms /     2 tokens (   12.02 ms per token,    83.19 tokens per second)
1.02.025.762 I slot print_timing: id  0 | task 82 |       total time =    4015.17 ms /   360 tokens
1.02.025.762 I slot print_timing: id  0 | task 82 |    graphs reused =         30
1.02.025.776 I slot      release: id  0 | task 82 | stop processing: n_tokens = 359, truncated = 0
1.02.050.417 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.900 (> 0.100 thold), f_keep = 0.903
1.02.050.486 I slot launch_slot_: id  0 | task 86 | processing task, is_child = 0
1.02.425.081 I slot print_timing: id  0 | task 86 | prompt eval time =     350.70 ms /    36 tokens (    9.74 ms per token,   102.65 tokens per second)
1.02.425.085 I slot print_timing: id  0 | task 86 |        eval time =      23.88 ms /     2 tokens (   11.94 ms per token,    83.77 tokens per second)
1.02.425.086 I slot print_timing: id  0 | task 86 |       total time =     374.57 ms /    38 tokens
1.02.425.086 I slot print_timing: id  0 | task 86 |    graphs reused =         30
1.02.425.101 I slot      release: id  0 | task 86 | stop processing: n_tokens = 361, truncated = 0
1.02.475.601 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 223271473290
1.02.475.695 I slot launch_slot_: id  3 | task 89 | processing task, is_child = 0
1.06.629.130 I slot print_timing: id  3 | task 89 | prompt eval time =    4090.63 ms /   369 tokens (   11.09 ms per token,    90.21 tokens per second)
1.06.629.134 I slot print_timing: id  3 | task 89 |        eval time =      48.58 ms /     3 tokens (   16.19 ms per token,    61.76 tokens per second)
1.06.629.134 I slot print_timing: id  3 | task 89 |       total time =    4139.21 ms /   372 tokens
1.06.629.135 I slot print_timing: id  3 | task 89 |    graphs reused =         31
1.06.629.148 I slot      release: id  3 | task 89 | stop processing: n_tokens = 371, truncated = 0
1.06.678.342 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 223276296059
1.06.678.405 I slot launch_slot_: id  2 | task 94 | processing task, is_child = 0
1.11.459.000 I slot print_timing: id  2 | task 94 | prompt eval time =    4688.46 ms /   439 tokens (   10.68 ms per token,    93.63 tokens per second)
1.11.459.004 I slot print_timing: id  2 | task 94 |        eval time =      76.82 ms /     4 tokens (   19.20 ms per token,    52.07 tokens per second)
1.11.459.004 I slot print_timing: id  2 | task 94 |       total time =    4765.28 ms /   443 tokens
1.11.459.005 I slot print_timing: id  2 | task 94 |    graphs reused =         33
1.11.459.020 I slot      release: id  2 | task 94 | stop processing: n_tokens = 442, truncated = 0
1.11.537.869 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 223282271985
1.11.538.024 I slot launch_slot_: id  1 | task 100 | processing task, is_child = 0
1.17.273.159 I slot print_timing: id  1 | task 100 | prompt eval time =    5665.78 ms /   546 tokens (   10.38 ms per token,    96.37 tokens per second)
1.17.273.162 I slot print_timing: id  1 | task 100 |        eval time =      50.25 ms /     3 tokens (   16.75 ms per token,    59.70 tokens per second)
1.17.273.163 I slot print_timing: id  1 | task 100 |       total time =    5716.03 ms /   549 tokens
1.17.273.163 I slot print_timing: id  1 | task 100 |    graphs reused =         34
1.17.273.182 I slot      release: id  1 | task 100 | stop processing: n_tokens = 548, truncated = 0
1.17.348.229 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.594 (> 0.100 thold), f_keep = 0.593
1.17.348.389 I slot launch_slot_: id  1 | task 105 | processing task, is_child = 0
1.19.421.102 I slot print_timing: id  1 | task 105 | prompt eval time =    2022.12 ms /   222 tokens (    9.11 ms per token,   109.79 tokens per second)
1.19.421.106 I slot print_timing: id  1 | task 105 |        eval time =      50.58 ms /     3 tokens (   16.86 ms per token,    59.31 tokens per second)
1.19.421.107 I slot print_timing: id  1 | task 105 |       total time =    2072.70 ms /   225 tokens
1.19.421.107 I slot print_timing: id  1 | task 105 |    graphs reused =         35
1.19.421.125 I slot      release: id  1 | task 105 | stop processing: n_tokens = 549, truncated = 0
1.19.475.238 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 223286730896
1.19.475.401 I slot launch_slot_: id  0 | task 109 | processing task, is_child = 0
1.24.374.511 I slot print_timing: id  0 | task 109 | prompt eval time =    4801.85 ms /   446 tokens (   10.77 ms per token,    92.88 tokens per second)
1.24.374.515 I slot print_timing: id  0 | task 109 |        eval time =      71.61 ms /     4 tokens (   17.90 ms per token,    55.86 tokens per second)
1.24.374.516 I slot print_timing: id  0 | task 109 |       total time =    4873.47 ms /   450 tokens
1.24.374.517 I slot print_timing: id  0 | task 109 |    graphs reused =         37
1.24.374.532 I slot      release: id  0 | task 109 | stop processing: n_tokens = 449, truncated = 0
1.24.426.381 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 223290934943
1.24.426.587 I slot launch_slot_: id  3 | task 115 | processing task, is_child = 0
1.28.780.941 I slot print_timing: id  3 | task 115 | prompt eval time =    4208.82 ms /   380 tokens (   11.08 ms per token,    90.29 tokens per second)
1.28.780.945 I slot print_timing: id  3 | task 115 |        eval time =     119.04 ms /     6 tokens (   19.84 ms per token,    50.40 tokens per second)
1.28.780.946 I slot print_timing: id  3 | task 115 |       total time =    4327.87 ms /   386 tokens
1.28.780.947 I slot print_timing: id  3 | task 115 |    graphs reused =         41
1.28.780.960 I slot      release: id  3 | task 115 | stop processing: n_tokens = 385, truncated = 0
1.28.830.171 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 223295764815
1.28.830.284 I slot launch_slot_: id  2 | task 123 | processing task, is_child = 0
1.32.970.323 I slot print_timing: id  2 | task 123 | prompt eval time =    4066.80 ms /   367 tokens (   11.08 ms per token,    90.24 tokens per second)
1.32.970.326 I slot print_timing: id  2 | task 123 |        eval time =      47.51 ms /     3 tokens (   15.84 ms per token,    63.15 tokens per second)
1.32.970.327 I slot print_timing: id  2 | task 123 |       total time =    4114.30 ms /   370 tokens
1.32.970.327 I slot print_timing: id  2 | task 123 |    graphs reused =         42
1.32.970.341 I slot      release: id  2 | task 123 | stop processing: n_tokens = 369, truncated = 0
1.33.018.758 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.888 (> 0.100 thold), f_keep = 0.881
1.33.018.887 I slot launch_slot_: id  2 | task 128 | processing task, is_child = 0
1.33.445.899 I slot print_timing: id  2 | task 128 | prompt eval time =     403.21 ms /    41 tokens (    9.83 ms per token,   101.68 tokens per second)
1.33.445.904 I slot print_timing: id  2 | task 128 |        eval time =      23.78 ms /     2 tokens (   11.89 ms per token,    84.10 tokens per second)
1.33.445.904 I slot print_timing: id  2 | task 128 |       total time =     426.99 ms /    43 tokens
1.33.445.905 I slot print_timing: id  2 | task 128 |    graphs reused =         42
1.33.445.920 I slot      release: id  2 | task 128 | stop processing: n_tokens = 367, truncated = 0
1.33.490.926 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 223303726920
1.33.490.948 I slot launch_slot_: id  1 | task 131 | processing task, is_child = 0
1.37.804.080 I slot print_timing: id  1 | task 131 | prompt eval time =    4170.30 ms /   379 tokens (   11.00 ms per token,    90.88 tokens per second)
1.37.804.085 I slot print_timing: id  1 | task 131 |        eval time =     119.41 ms /     6 tokens (   19.90 ms per token,    50.25 tokens per second)
1.37.804.085 I slot print_timing: id  1 | task 131 |       total time =    4289.71 ms /   385 tokens
1.37.804.085 I slot print_timing: id  1 | task 131 |    graphs reused =         46
1.37.804.100 I slot      release: id  1 | task 131 | stop processing: n_tokens = 384, truncated = 0
1.37.851.962 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.876 (> 0.100 thold), f_keep = 0.849
1.37.852.067 I slot launch_slot_: id  1 | task 139 | processing task, is_child = 0
1.38.425.606 I slot print_timing: id  1 | task 139 | prompt eval time =     454.92 ms /    46 tokens (    9.89 ms per token,   101.12 tokens per second)
1.38.425.609 I slot print_timing: id  1 | task 139 |        eval time =     118.60 ms /     6 tokens (   19.77 ms per token,    50.59 tokens per second)
1.38.425.610 I slot print_timing: id  1 | task 139 |       total time =     573.52 ms /    52 tokens
1.38.425.610 I slot print_timing: id  1 | task 139 |    graphs reused =         50
1.38.425.622 I slot      release: id  1 | task 139 | stop processing: n_tokens = 377, truncated = 0
1.38.485.741 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 223308680327
1.38.485.764 I slot launch_slot_: id  0 | task 146 | processing task, is_child = 0
1.42.933.145 I slot print_timing: id  0 | task 146 | prompt eval time =    4374.30 ms /   400 tokens (   10.94 ms per token,    91.44 tokens per second)
1.42.933.148 I slot print_timing: id  0 | task 146 |        eval time =      47.89 ms /     3 tokens (   15.96 ms per token,    62.65 tokens per second)
1.42.933.149 I slot print_timing: id  0 | task 146 |       total time =    4422.18 ms /   403 tokens
1.42.933.149 I slot print_timing: id  0 | task 146 |    graphs reused =         51
1.42.933.165 I slot      release: id  0 | task 146 | stop processing: n_tokens = 402, truncated = 0
1.42.994.552 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.823 (> 0.100 thold), f_keep = 0.808
1.42.994.587 I slot launch_slot_: id  0 | task 151 | processing task, is_child = 0
1.43.740.647 I slot print_timing: id  0 | task 151 | prompt eval time =     673.86 ms /    70 tokens (    9.63 ms per token,   103.88 tokens per second)
1.43.740.650 I slot print_timing: id  0 | task 151 |        eval time =      72.18 ms /     4 tokens (   18.05 ms per token,    55.42 tokens per second)
1.43.740.651 I slot print_timing: id  0 | task 151 |       total time =     746.04 ms /    74 tokens
1.43.740.651 I slot print_timing: id  0 | task 151 |    graphs reused =         53
1.43.740.665 I slot      release: id  0 | task 151 | stop processing: n_tokens = 398, truncated = 0
1.43.788.048 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 223313086755
1.43.788.320 I slot launch_slot_: id  3 | task 156 | processing task, is_child = 0
1.49.124.409 I slot print_timing: id  3 | task 156 | prompt eval time =    5284.70 ms /   505 tokens (   10.46 ms per token,    95.56 tokens per second)
1.49.124.413 I slot print_timing: id  3 | task 156 |        eval time =      23.93 ms /     2 tokens (   11.97 ms per token,    83.57 tokens per second)
1.49.124.413 I slot print_timing: id  3 | task 156 |       total time =    5308.63 ms /   507 tokens
1.49.124.414 I slot print_timing: id  3 | task 156 |    graphs reused =         53
1.49.124.433 I slot      release: id  3 | task 156 | stop processing: n_tokens = 506, truncated = 0
1.49.173.297 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.639 (> 0.100 thold), f_keep = 0.640
1.49.173.322 I slot launch_slot_: id  3 | task 160 | processing task, is_child = 0
1.50.921.389 I slot print_timing: id  3 | task 160 | prompt eval time =    1652.35 ms /   183 tokens (    9.03 ms per token,   110.75 tokens per second)
1.50.921.392 I slot print_timing: id  3 | task 160 |        eval time =      95.70 ms /     5 tokens (   19.14 ms per token,    52.24 tokens per second)
1.50.921.393 I slot print_timing: id  3 | task 160 |       total time =    1748.05 ms /   188 tokens
1.50.921.393 I slot print_timing: id  3 | task 160 |    graphs reused =         56
1.50.921.409 I slot      release: id  3 | task 160 | stop processing: n_tokens = 511, truncated = 0
1.50.961.640 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 223317751715
1.50.961.667 I slot launch_slot_: id  2 | task 166 | processing task, is_child = 0
1.55.861.275 I slot print_timing: id  2 | task 166 | prompt eval time =    4698.06 ms /   429 tokens (   10.95 ms per token,    91.31 tokens per second)
1.55.861.279 I slot print_timing: id  2 | task 166 |        eval time =     165.87 ms /     8 tokens (   20.73 ms per token,    48.23 tokens per second)
1.55.861.279 I slot print_timing: id  2 | task 166 |       total time =    4863.93 ms /   437 tokens
1.55.861.280 I slot print_timing: id  2 | task 166 |    graphs reused =         62
1.55.861.297 I slot      release: id  2 | task 166 | stop processing: n_tokens = 436, truncated = 0
1.55.922.957 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 223322731418
1.55.923.016 I slot launch_slot_: id  1 | task 176 | processing task, is_child = 0
2.00.208.051 I slot print_timing: id  1 | task 176 | prompt eval time =    3996.07 ms /   361 tokens (   11.07 ms per token,    90.34 tokens per second)
2.00.208.055 I slot print_timing: id  1 | task 176 |        eval time =      23.82 ms /     2 tokens (   11.91 ms per token,    83.96 tokens per second)
2.00.208.055 I slot print_timing: id  1 | task 176 |       total time =    4019.89 ms /   363 tokens
2.00.208.056 I slot print_timing: id  1 | task 176 |    graphs reused =         62
2.00.208.073 I slot      release: id  1 | task 176 | stop processing: n_tokens = 362, truncated = 0
2.00.266.395 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 223328046460
2.00.266.581 I slot launch_slot_: id  0 | task 180 | processing task, is_child = 0
2.05.385.922 I slot print_timing: id  0 | task 180 | prompt eval time =    4996.20 ms /   474 tokens (   10.54 ms per token,    94.87 tokens per second)
2.05.385.926 I slot print_timing: id  0 | task 180 |        eval time =      47.93 ms /     3 tokens (   15.98 ms per token,    62.59 tokens per second)
2.05.385.926 I slot print_timing: id  0 | task 180 |       total time =    5044.13 ms /   477 tokens
2.05.385.927 I slot print_timing: id  0 | task 180 |    graphs reused =         63
2.05.385.946 I slot      release: id  0 | task 180 | stop processing: n_tokens = 476, truncated = 0
2.05.424.511 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 223335227204
2.05.424.693 I slot launch_slot_: id  3 | task 185 | processing task, is_child = 0
2.09.767.586 I slot print_timing: id  3 | task 185 | prompt eval time =    4129.04 ms /   378 tokens (   10.92 ms per token,    91.55 tokens per second)
2.09.767.591 I slot print_timing: id  3 | task 185 |        eval time =     141.81 ms /     7 tokens (   20.26 ms per token,    49.36 tokens per second)
2.09.767.592 I slot print_timing: id  3 | task 185 |       total time =    4270.84 ms /   385 tokens
2.09.767.592 I slot print_timing: id  3 | task 185 |    graphs reused =         68
2.09.767.607 I slot      release: id  3 | task 185 | stop processing: n_tokens = 384, truncated = 0
2.09.806.427 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.853 (> 0.100 thold), f_keep = 0.846
2.09.806.456 I slot launch_slot_: id  3 | task 194 | processing task, is_child = 0
2.10.405.126 I slot print_timing: id  3 | task 194 | prompt eval time =     527.53 ms /    56 tokens (    9.42 ms per token,   106.16 tokens per second)
2.10.405.130 I slot print_timing: id  3 | task 194 |        eval time =      71.13 ms /     4 tokens (   17.78 ms per token,    56.24 tokens per second)
